,Fitness,Best fitness
0,0.7280956165927396,0.7280956165927396
1,0.7308591540928442,0.7308591540928442
2,0.7854429281984138,0.7854429281984138
3,0.7997920577524747,0.7997920577524747
4,0.8877546914849073,0.8877546914849073
5,0.7773680292175867,0.8877546914849073
6,0.755975518210689,0.8877546914849073
7,0.7220924841535206,0.8877546914849073
8,0.6608820113131028,0.8877546914849073
9,0.7358074626670518,0.8877546914849073
10,0.7794281501232173,0.8877546914849073
11,0.8348213659591928,0.8877546914849073
12,0.842888950480414,0.8877546914849073
13,0.753576183421011,0.8877546914849073
14,0.9205350819672131,0.9205350819672131
15,0.8142456165104894,0.9205350819672131
16,0.8702446742044057,0.9205350819672131
17,0.742628565830793,0.9205350819672131
18,0.7300853992135454,0.9205350819672131
19,0.7630848721735795,0.9205350819672131
20,0.7917588104964343,0.9205350819672131
21,0.7829667089003574,0.9205350819672131
22,0.859082875711908,0.9205350819672131
23,0.37061359155776585,0.9205350819672131
24,0.4847916252807404,0.9205350819672131
25,0.000469464220057104,0.9205350819672131
26,0.2582267755892634,0.9205350819672131
27,0.3191639387016735,0.9205350819672131
28,0.133221968380804,0.9205350819672131
29,0.14961420219226446,0.9205350819672131
30,0.749323956568412,0.9205350819672131
31,0.8919699558321381,0.9205350819672131
32,0.8999132722083204,0.9205350819672131
33,0.787914877020368,0.9205350819672131
34,0.00040354579110130556,0.9205350819672131
35,0.00040002409319855973,0.9205350819672131
36,0.0004000505737394298,0.9205350819672131
37,0.00040031631260006623,0.9205350819672131
38,0.0004000928480665054,0.9205350819672131
39,0.0004000015708593927,0.9205350819672131
40,0.00040000088195692103,0.9205350819672131
41,0.00040014206277660263,0.9205350819672131
42,0.007079527897616003,0.9205350819672131
43,0.40428281793106774,0.9205350819672131
44,0.25591517654974827,0.9205350819672131
45,0.8569103308286046,0.9205350819672131
46,0.1097468372355375,0.9205350819672131
47,0.8833861834015415,0.9205350819672131
48,0.9297978879169708,0.9297978879169708
49,0.8289784895066157,0.9297978879169708
50,0.9224756697449981,0.9297978879169708
51,0.5448362826688681,0.9297978879169708
52,0.000400010128055253,0.9297978879169708
53,0.00040000393371540524,0.9297978879169708
54,0.000400000257206821,0.9297978879169708
55,0.00040010956067377016,0.9297978879169708
56,0.0004000024224510849,0.9297978879169708
57,0.00040000001585916583,0.9297978879169708
58,0.00040000000833011846,0.9297978879169708
59,0.00040000000865689206,0.9297978879169708
60,0.0004000000151894882,0.9297978879169708
61,0.00040000001517643695,0.9297978879169708
62,0.0004000000075207375,0.9297978879169708
63,0.00040000010217451404,0.9297978879169708
64,0.00040000000766007274,0.9297978879169708
65,0.0004000000029818699,0.9297978879169708
66,0.00040000000187121,0.9297978879169708
67,0.00040000000035384046,0.9297978879169708
68,0.0004000000006345026,0.9297978879169708
69,0.00040000000196674693,0.9297978879169708
70,0.0004000000394865009,0.9297978879169708
71,0.0004000000503463939,0.9297978879169708
72,0.0004000000003973157,0.9297978879169708
73,0.00040000000025264477,0.9297978879169708
74,0.00040000000007945,0.9297978879169708
75,0.00040000000054122724,0.9297978879169708
76,0.0004000000090887683,0.9297978879169708
77,0.0004000000066132751,0.9297978879169708
78,0.00040000825499673134,0.9297978879169708
79,0.4740831190907633,0.9297978879169708
80,0.0004165545777834467,0.9297978879169708
81,0.6549807315813856,0.9297978879169708
82,0.4729879072801829,0.9297978879169708
83,0.9327323511628525,0.9327323511628525
84,0.6727762302605349,0.9327323511628525
85,0.00040000206961046317,0.9327323511628525
86,0.0004000075731467382,0.9327323511628525
87,0.0004000007747116983,0.9327323511628525
88,0.00040000119729362277,0.9327323511628525
89,0.0004000000219193232,0.9327323511628525
90,0.0004000000006125668,0.9327323511628525
91,0.00040000001539954684,0.9327323511628525
92,0.0004000000001663904,0.9327323511628525
93,0.0004000000000287838,0.9327323511628525
94,0.000400000000038153,0.9327323511628525
95,0.0004000000000018687,0.9327323511628525
96,0.00040000000000163554,0.9327323511628525
97,0.00040000000001119457,0.9327323511628525
98,0.00040000000000163223,0.9327323511628525
99,0.00040000000006497154,0.9327323511628525
100,0.00040000000000455654,0.9327323511628525
101,0.00040000000000060305,0.9327323511628525
