,jump_size,Ratio,clip_change_max,Fitness,Period_performance,Change_performance
0,0.1,0.1,0.25,0.9807191541119821,0.9878304335287895,0.9736078746951746
1,0.1,0.1,0.25,0.9577901074536441,0.9642156203922854,0.9513645945150029
2,0.1,0.1,0.25,0.9799187115083892,0.996248495437779,0.9635889275789993
3,0.1,0.1,0.25,0.9562132561698553,0.9592909457236647,0.9531355666160458
4,0.1,0.1,0.25,0.9657726319277582,0.9687005967213602,0.9628446671341563
5,0.1,0.1,0.25,0.9590911226146642,0.9649276466108149,0.9532545986185136
6,0.1,0.1,0.25,0.9192453402674832,0.9726693760759416,0.8658213044590247
7,0.1,0.1,0.25,0.9738423917982685,0.9853944217951208,0.9622903618014161
8,0.1,0.1,0.25,0.6699107673552478,0.866311928441149,0.4735096062693466
9,0.1,0.1,0.25,0.923364422898914,0.9659747616382204,0.8807540841596074
10,0.1,0.1,0.25,0.9627750345947146,0.957256158873806,0.9682939103156233
11,0.1,0.1,0.25,0.8167619769199406,0.9309064874651297,0.7026174663747515
12,0.1,0.1,0.25,0.9375754459164751,0.9198759922001514,0.955274899632799
13,0.1,0.1,0.25,0.9432781390124572,0.9771292892015894,0.9094269888233251
14,0.1,0.1,0.25,0.9438465746087685,0.9746452602294948,0.9130478889880422
15,0.1,0.1,0.25,0.9932883113171125,0.9964053581828769,0.9901712644513482
16,0.1,0.1,0.25,0.9634331306494406,0.9943102310231012,0.93255603027578
17,0.1,0.1,0.25,0.930134162775888,0.9406975842418679,0.9195707413099081
18,0.1,0.1,0.25,0.8818222287448771,0.9573487314904314,0.8062957259993229
19,0.1,0.1,0.25,0.9663699332377924,0.9948846153846153,0.9378552510909695
20,0.1,0.2,0.25,0.9806870874028435,0.9937088532382649,0.967665321567422
21,0.1,0.2,0.25,0.9030795363967798,0.9574868508105661,0.8486722219829936
22,0.1,0.2,0.25,0.9481822249371159,0.9676746654697848,0.9286897844044469
23,0.1,0.2,0.25,0.9743550144997937,0.9954635345887529,0.9532464944108345
24,0.1,0.2,0.25,0.9624595318287178,0.9713514796750683,0.9535675839823673
25,0.1,0.2,0.25,0.9612131184983106,0.9803233293060885,0.9421029076905328
26,0.1,0.2,0.25,0.9436199575742982,0.977870674496533,0.9093692406520634
27,0.1,0.2,0.25,0.9771622916860147,0.974459636140656,0.9798649472313733
28,0.1,0.2,0.25,0.9663262502668748,0.9875299294635347,0.9451225710702148
29,0.1,0.2,0.25,0.9775242605926324,0.9914158415841584,0.9636326796011065
30,0.1,0.2,0.25,0.9587117924384414,0.9745942127051082,0.9428293721717748
31,0.1,0.2,0.25,0.9641802971875634,0.9829353523587652,0.9454252420163616
32,0.1,0.2,0.25,0.9681702602593703,0.9929600756192124,0.9433804448995281
33,0.1,0.2,0.25,0.9812414542505257,0.9708510488838277,0.9916318596172238
34,0.1,0.2,0.25,0.9871368627575023,0.9962615673332033,0.9780121581818014
35,0.1,0.2,0.25,0.962968563553666,0.9784402626441967,0.9474968644631352
36,0.1,0.2,0.25,0.8056645121356365,0.9338173218308057,0.6775117024404672
37,0.1,0.2,0.25,0.9753896398947876,0.9914158415841589,0.9593634382054163
38,0.1,0.2,0.25,0.9765782912646503,0.9965048543689319,0.9566517281603687
39,0.1,0.2,0.25,0.9598072628784099,0.9731238486432657,0.9464906771135541
40,0.1,0.3,0.25,0.9848429917660086,0.9875169869928166,0.9821689965392006
41,0.1,0.3,0.25,0.9827017069379256,0.987562285640329,0.9778411282355222
42,0.1,0.3,0.25,0.9795047647815565,0.986714553808322,0.9722949757547911
43,0.1,0.3,0.25,0.9765210474643334,0.965373501902628,0.9876685930260388
44,0.1,0.3,0.25,0.8988458605314575,0.9414186747227183,0.8562730463401966
45,0.1,0.3,0.25,0.9670062944879957,0.976985214797893,0.9570273741780984
46,0.1,0.3,0.25,0.8427733365721686,0.949659782827719,0.7358868903166182
47,0.1,0.3,0.25,0.9476787178198478,0.9808220214708936,0.9145354141688021
48,0.1,0.3,0.25,0.9462013419530746,0.9609203586996977,0.9314823252064516
49,0.1,0.3,0.25,0.9577433077523212,0.9949230769230768,0.9205635385815655
50,0.1,0.3,0.25,0.9795681385649675,0.9650394524252321,0.9940968247047028
51,0.1,0.3,0.25,0.9675217910688194,0.9902910698836876,0.9447525122539513
52,0.1,0.3,0.25,0.8111025526379378,0.9488260826057625,0.6733790226701133
53,0.1,0.3,0.25,0.8048531540808965,0.9410222836675445,0.6686840244942486
54,0.1,0.3,0.25,0.9759998164279824,0.9843543434868901,0.9676452893690747
55,0.1,0.3,0.25,0.9261449465918965,0.9803237696914954,0.8719661234922976
56,0.1,0.3,0.25,0.9656794924893143,0.9801278661725042,0.9512311188061243
57,0.1,0.3,0.25,0.794405974790169,0.915863383669038,0.6729485659112999
58,0.1,0.3,0.25,0.9930718921463857,0.9973921568627447,0.9887516274300265
59,0.1,0.3,0.25,0.9815166671240887,0.996475728155339,0.9665576060928385
60,0.1,0.4,0.25,0.9718517910061895,0.9801658249842161,0.9635377570281629
61,0.1,0.4,0.25,0.9662194286300558,0.9877952526021833,0.9446436046579285
62,0.1,0.4,0.25,0.9845266288405661,0.9942016436937811,0.9748516139873512
63,0.1,0.4,0.25,0.9771167377709671,0.9789763944412716,0.9752570811006627
64,0.1,0.4,0.25,0.9573006870415752,0.9721376908041814,0.942463683278969
65,0.1,0.4,0.25,0.9737236886117231,0.9811859198484099,0.9662614573750364
66,0.1,0.4,0.25,0.9528123734340674,0.9673566587287045,0.9382680881394305
67,0.1,0.4,0.25,0.9189613351086262,0.9674400919752496,0.8704825782420028
68,0.1,0.4,0.25,0.9769762364942727,0.9949218274768653,0.9590306455116799
69,0.1,0.4,0.25,0.9250770233564023,0.9659982204718869,0.8841558262409176
70,0.1,0.4,0.25,0.9728774220464202,0.9948934602198078,0.9508613838730325
71,0.1,0.4,0.25,0.9309804062646962,0.9561021561947267,0.9058586563346659
72,0.1,0.4,0.25,0.9741353331145152,0.9728738645072168,0.9753968017218135
73,0.1,0.4,0.25,0.9245694526564127,0.9578709484603881,0.8912679568524372
