,jump_size,Ratio,clip_change_max,Fitness,Period_performance,Change_performance
0,0.1,0.1,0.25,0.7562818268298855,0.8328368625619111,0.6797267910978599
1,0.1,0.1,0.25,0.8070953350518457,0.6141906701036913,1.0
2,0.1,0.1,0.25,0.5471352657889179,0.640249993773346,0.45402053780448987
3,0.1,0.1,0.25,0.7152983796255651,0.4305967592511302,1.0
4,0.1,0.1,0.25,0.7484386694937675,0.49687733898753494,1.0
5,0.1,0.1,0.25,0.7210785668130556,0.44215713362611114,1.0
6,0.1,0.1,0.25,0.7307452561294795,0.7711792597694084,0.6903112524895506
7,0.1,0.1,0.25,0.5849084175342406,0.46639015194236555,0.7034266831261157
8,0.1,0.1,0.25,0.5529353814349929,0.7073058393494303,0.39856492352055556
9,0.1,0.1,0.25,0.7493277460244492,0.49865549204889825,1.0
10,0.1,0.1,0.25,0.6059087403799348,0.6158909881253515,0.595926492634518
11,0.1,0.1,0.25,0.8656019232164642,0.7312038464329284,1.0
12,0.1,0.1,0.25,0.7975650873916114,0.8997270238702421,0.6954031509129807
13,0.1,0.1,0.25,0.7649563196431781,0.5299126392863562,1.0
14,0.1,0.1,0.25,0.7963486185601311,0.5926972371202621,1.0
15,0.1,0.1,0.25,0.9969356272291993,0.9938712544583985,1.0
16,0.1,0.1,0.25,0.7794252992633406,0.5588505985266813,1.0
17,0.1,0.1,0.25,0.6966514545369231,0.7323591923786156,0.6609437166952306
18,0.1,0.1,0.25,0.7412561328118462,0.48251226562369237,1.0
19,0.1,0.1,0.25,0.6859357427653914,0.5560480228979227,0.8158234626328601
20,0.1,0.2,0.25,0.8903885797140529,0.7807771594281058,1.0
21,0.1,0.2,0.25,0.8460380430529706,0.6920760861059412,1.0
22,0.1,0.2,0.25,0.48875045625379904,0.6505686822875149,0.3269322302200832
23,0.1,0.2,0.25,0.7466011316788383,0.49320226335767664,1.0
24,0.1,0.2,0.25,0.6188379167553777,0.541634780504831,0.6960410530059243
25,0.1,0.2,0.25,0.7972353278584465,0.5944706557168932,1.0
26,0.1,0.2,0.25,0.723209578655799,0.5985469457035383,0.8478722116080599
27,0.1,0.2,0.25,0.7839654237631084,0.5679308475262167,1.0
28,0.1,0.2,0.25,0.7105761282667276,0.6137473401558412,0.8074049163776139
29,0.1,0.2,0.25,0.7494082170650174,0.6436824555236328,0.8551339786064018
30,0.1,0.2,0.25,0.8204678965305092,0.6409357930610186,1.0
31,0.1,0.2,0.25,0.6608802497342021,0.6068286383203753,0.7149318611480291
32,0.1,0.2,0.25,0.7492749780954998,0.4985499561909996,1.0
33,0.1,0.2,0.25,0.7850900024613614,0.5701800049227228,1.0
34,0.1,0.2,0.25,0.8055620350848257,0.6111240701696514,1.0
35,0.1,0.2,0.25,0.7380978747612312,0.4761957495224625,1.0
36,0.1,0.2,0.25,0.7338568786934082,0.6040244273224505,0.8636893300643659
37,0.1,0.2,0.25,0.7965661228330911,0.5931322456661822,1.0
