,step,best_fitness,current_fitness
0,0,0.10165822512390028,0.10165822512390028
1,1,0.11496449205456649,0.11496449205456649
2,2,0.11496449205456649,0.09216375327817625
3,3,0.11496449205456649,0.11084030581175322
4,4,0.11935676537417475,0.11935676537417475
5,5,0.11935676537417475,0.08769861524153913
6,6,0.15897023648772718,0.15897023648772718
7,7,0.15897023648772718,0.1414705386885141
8,8,0.15897023648772718,0.11303736758852623
9,9,0.15897023648772718,0.11767907171331526
10,10,0.17329548020120997,0.17329548020120997
11,11,0.17329548020120997,0.1283909140576067
12,12,0.17329548020120997,0.11996556847685516
13,13,0.17329548020120997,0.14956518868985852
14,14,0.17329548020120997,0.09156447979090322
15,15,0.17329548020120997,0.11339134452661712
16,16,0.23323322904616434,0.23323322904616434
17,17,0.23974110316671768,0.23974110316671768
18,18,0.29248915855596935,0.29248915855596935
19,19,0.29248915855596935,0.12277646655004612
20,20,0.29248915855596935,0.09920060136835264
21,21,0.29248915855596935,0.10845730391859917
22,22,0.29248915855596935,0.29139248825013003
23,23,0.29248915855596935,0.16843749502938932
24,24,0.29248915855596935,0.12739274184360724
25,25,0.29248915855596935,0.08822824849473264
26,26,0.29248915855596935,0.14280467568297
27,27,0.29248915855596935,0.2884916564156538
28,28,0.3245942567083822,0.3245942567083822
29,29,0.3419293801756142,0.3419293801756142
30,30,0.3419293801756142,0.2266082953555344
31,31,0.3419293801756142,0.32373200404693037
32,32,0.3419293801756142,0.2429723410899453
33,33,0.3419293801756142,0.19469200120466548
34,34,0.3419293801756142,0.26534528596582696
35,35,0.3419293801756142,0.24775718326155957
36,36,0.3419293801756142,0.12474477348200341
37,37,0.3419293801756142,0.15205391918693287
38,38,0.3419293801756142,0.09348869409190061
39,39,0.3870095791388057,0.3870095791388057
40,40,0.3870095791388057,0.14786632658452192
41,41,0.3870095791388057,0.15186294269798278
42,42,0.3870095791388057,0.1375720521671505
43,43,0.3870095791388057,0.1655592462261662
44,44,0.3870095791388057,0.22155725012109043
45,45,0.3870095791388057,0.2378855292332839
46,46,0.3870095791388057,0.3788416272556238
47,47,0.3870095791388057,0.2609844494325776
48,48,0.3870095791388057,0.32526346189621896
49,49,0.3870095791388057,0.17602107170076559
50,50,0.3870095791388057,0.24590621106192456
51,51,0.3870095791388057,0.2837287658117808
52,52,0.3870095791388057,0.3116683555711823
53,53,0.3870095791388057,0.30782622893198225
54,54,0.3870095791388057,0.34667817989777977
55,55,0.3870095791388057,0.2721358765091523
56,56,0.3870095791388057,0.2401227190976444
57,57,0.3870095791388057,0.1337246043041802
58,58,0.3870095791388057,0.15177160929957118
59,59,0.3870095791388057,0.1613450578794831
60,60,0.42009293478332327,0.42009293478332327
61,61,0.42009293478332327,0.3677366631689788
62,62,0.42009293478332327,0.19130061750762103
63,63,0.42009293478332327,0.3172636290406704
64,64,0.42009293478332327,0.2018875339293455
65,65,0.48355908569584505,0.48355908569584505
66,66,0.48355908569584505,0.2612598249916248
67,67,0.48355908569584505,0.3579923109690323
68,68,0.48355908569584505,0.19498195693783055
69,69,0.48355908569584505,0.15874857035050155
70,70,0.48355908569584505,0.1481172627463595
71,71,0.48355908569584505,0.2918579230184442
72,72,0.48355908569584505,0.4139885373470832
73,73,0.48355908569584505,0.27580851116826494
74,74,0.48355908569584505,0.14492656713584867
75,75,0.48355908569584505,0.40932100253461334
76,76,0.48355908569584505,0.16091556764730183
77,77,0.48355908569584505,0.2780758229115913
78,78,0.48355908569584505,0.1979791848590407
79,79,0.48355908569584505,0.37058149202981644
80,80,0.48355908569584505,0.131116491346061
81,81,0.48355908569584505,0.11456134991779246
82,82,0.48355908569584505,0.4497923254274888
83,83,0.48355908569584505,0.3810869021226988
84,84,0.48355908569584505,0.29418984749934973
85,85,0.48355908569584505,0.4402683226168206
86,86,0.48355908569584505,0.2412264267874872
87,87,0.48355908569584505,0.4096571267334321
88,88,0.48355908569584505,0.39922547963926724
89,89,0.48355908569584505,0.11831882228284514
90,90,0.48355908569584505,0.3611243920871733
91,91,0.48355908569584505,0.42870894010230554
92,92,0.48355908569584505,0.3531967415718437
93,93,0.48355908569584505,0.48068348278401174
94,94,0.48355908569584505,0.25535282357192707
95,95,0.48355908569584505,0.2234586428353645
96,96,0.48355908569584505,0.26032213864665665
97,97,0.48355908569584505,0.16219432714173337
98,98,0.48355908569584505,0.26653302863535966
99,99,0.48355908569584505,0.33955275248827504
100,100,0.48355908569584505,0.4372296918506996
101,101,0.48355908569584505,0.3192057868977515
102,102,0.48355908569584505,0.4315381691624925
103,103,0.5170229105956157,0.5170229105956157
104,104,0.5170229105956157,0.448872166894737
105,105,0.5170229105956157,0.11662282108050134
106,106,0.5170229105956157,0.15823450208672302
107,107,0.5170229105956157,0.45268721168598614
108,108,0.5170229105956157,0.22223541748512865
109,109,0.5170229105956157,0.3176980148831718
110,110,0.5170229105956157,0.2565684496844147
111,111,0.5170229105956157,0.3481147996074062
112,112,0.5170229105956157,0.17359060673768073
113,113,0.5170229105956157,0.4284638166199034
114,114,0.5170229105956157,0.47186597922235823
115,115,0.5170229105956157,0.2208374830496284
116,116,0.5170229105956157,0.5019440048732954
117,117,0.5170229105956157,0.09918088887709073
118,118,0.5170229105956157,0.27282394611052607
119,119,0.5170229105956157,0.27189598523875813
120,120,0.5170229105956157,0.24017498594599296
121,121,0.5170229105956157,0.14274693076851236
122,122,0.5170229105956157,0.45082814210667765
123,123,0.5170229105956157,0.4125393092140251
124,124,0.5170229105956157,0.3827250881614881
125,125,0.5170229105956157,0.4691363358173576
126,126,0.5170229105956157,0.2774691660686003
127,127,0.5170229105956157,0.44932387616133446
128,128,0.5170229105956157,0.23286367778458522
129,129,0.5170229105956157,0.32970450224182996
130,130,0.5170229105956157,0.26004590795286553
131,131,0.5170229105956157,0.40900243085006877
132,132,0.5170229105956157,0.27559217993205876
133,133,0.5170229105956157,0.4268699316699892
134,134,0.5170229105956157,0.11093950218540809
135,135,0.5170229105956157,0.3220485431816642
136,136,0.5170229105956157,0.24278289202001818
137,137,0.5170229105956157,0.10858651393274876
138,138,0.5170229105956157,0.25548339258438074
139,139,0.5170229105956157,0.5045047432987851
140,140,0.5170229105956157,0.4082411730207053
141,141,0.5170229105956157,0.1617760174479701
142,142,0.5170229105956157,0.2293365604978209
143,143,0.5170229105956157,0.18897543836368688
144,144,0.5170229105956157,0.4992004117111617
145,145,0.5170229105956157,0.23500564422155196
146,146,0.5715571599268976,0.5715571599268976
147,147,0.5715571599268976,0.27375088753706567
148,148,0.5715571599268976,0.5583735171021824
149,149,0.5715571599268976,0.2719759819226558
150,150,0.5715571599268976,0.27627824085059804
151,151,0.5715571599268976,0.4771637887269019
152,152,0.5715571599268976,0.3995314646406697
153,153,0.5715571599268976,0.3186860712549572
154,154,0.5715571599268976,0.3111947466971067
155,155,0.5715571599268976,0.27401866080095905
156,156,0.5715571599268976,0.13238362046484964
157,157,0.5715571599268976,0.17779776282853932
158,158,0.5715571599268976,0.30023620255176675
159,159,0.5715571599268976,0.3136676897522106
160,160,0.5715571599268976,0.3514888696988775
161,161,0.5715571599268976,0.42309677037308
162,162,0.5894413552823866,0.5894413552823866
163,163,0.5894413552823866,0.3391165202532907
164,164,0.5894413552823866,0.46523780707850654
165,165,0.5894413552823866,0.5498372141318814
166,166,0.5894413552823866,0.5065035869949953
167,167,0.5894413552823866,0.5025838960321994
168,168,0.5894413552823866,0.45438829539911385
169,169,0.5894413552823866,0.40183239360104556
170,170,0.5894413552823866,0.24788361762289685
171,171,0.5894413552823866,0.5725816980714822
172,172,0.5894413552823866,0.39667654210535264
173,173,0.5894413552823866,0.20890475194873992
174,174,0.5894413552823866,0.25278665232326697
175,175,0.5894413552823866,0.14955036380836859
176,176,0.5894413552823866,0.40752719851867836
177,177,0.5894413552823866,0.42942889661129335
178,178,0.5894413552823866,0.25685520748462815
179,179,0.5894413552823866,0.4353796661781564
180,180,0.619890153106224,0.619890153106224
181,181,0.619890153106224,0.514978026212263
182,182,0.619890153106224,0.15342538198646655
183,183,0.619890153106224,0.4747238027675539
184,184,0.619890153106224,0.15263476239396684
185,185,0.619890153106224,0.4338663784932265
186,186,0.619890153106224,0.5123829066065643
187,187,0.619890153106224,0.4659446364584318
188,188,0.619890153106224,0.30029199731853523
189,189,0.619890153106224,0.4173025430766611
190,190,0.619890153106224,0.2360796337589682
191,191,0.619890153106224,0.5430203826891689
192,192,0.619890153106224,0.13954177552506813
193,193,0.619890153106224,0.15403121200891642
194,194,0.619890153106224,0.4883864798767181
195,195,0.619890153106224,0.5401874765078652
196,196,0.619890153106224,0.5100756408175172
197,197,0.619890153106224,0.5310562622493664
198,198,0.619890153106224,0.27388692585282187
