,step,size2,size3,size4,size5,size6,size7,size8,size9,size10
0,0,0.10001284707418603,0.052130244237853604,0.049312933985456976,0.06116608708973257,0.04632197086725301,0.04902161871680834,0.06355732859714938,0.13260196513058645,0.08394193734688894
1,1,0.10001284707418603,0.0560339167628248,0.07291490001788509,0.06116608708973257,0.04648432087753641,0.06314709244863775,0.06468061968095848,0.13260196513058645,0.08394193734688894
2,2,0.1004271776363537,0.07728617603477955,0.07589443148270676,0.06718618947178996,0.04648432087753641,0.0679874884565021,0.07160007086950425,0.13260196513058645,0.08394193734688894
3,3,0.10690716974625596,0.07728617603477955,0.07619884906860538,0.06718618947178996,0.08120022872003659,0.07559824027480051,0.07478214765709278,0.13260196513058645,0.08926366650515899
4,4,0.11032850779983643,0.07728617603477955,0.07619884906860538,0.06718618947178996,0.08120022872003659,0.07559824027480051,0.08458434216424991,0.13260196513058645,0.09771464206615711
5,5,0.12372124392964197,0.07728617603477955,0.09004450968618986,0.08602547363533627,0.08498450215163884,0.07559824027480051,0.08458434216424991,0.13260196513058645,0.10531340133929053
6,6,0.12372124392964197,0.07728617603477955,0.09004450968618986,0.08602547363533627,0.08498450215163884,0.31808766894105556,0.08458434216424991,0.13260196513058645,0.10678307663087412
7,7,0.12372124392964197,0.07728617603477955,0.09347190326797908,0.08657907784068868,0.09341129794808745,0.31808766894105556,0.0931178745573669,0.13260196513058645,0.10678307663087412
8,8,0.12372124392964197,0.07728617603477955,0.09347190326797908,0.08657907784068868,0.09341129794808745,0.31808766894105556,0.09366058495809523,0.13836339688852667,0.10678307663087412
9,9,0.12372124392964197,0.07728617603477955,0.09625411303894939,0.08657907784068868,0.09341129794808745,0.31808766894105556,0.09366058495809523,0.13836339688852667,0.10678307663087412
10,10,0.12372124392964197,0.07728617603477955,0.09625411303894939,0.08831838171556733,0.09341129794808745,0.31808766894105556,0.09366058495809523,0.13836339688852667,0.10678307663087412
11,11,0.12372124392964197,0.07728617603477955,0.09625411303894939,0.09095829618423149,0.09849137023930513,0.3416756166709446,0.09366058495809523,0.14444270886771718,0.1075489576020167
12,12,0.12372124392964197,0.07728617603477955,0.09625411303894939,0.09095829618423149,0.09849137023930513,0.4336218562301692,0.09366058495809523,0.14444270886771718,0.10842923711051074
13,13,0.1326255200703623,0.07728617603477955,0.09625411303894939,0.09095829618423149,0.09849137023930513,0.4336218562301692,0.09366058495809523,0.14444270886771718,0.10842923711051074
14,14,0.1433849150197804,0.07728617603477955,0.097496997708234,0.09095829618423149,0.09849137023930513,0.4336218562301692,0.09366058495809523,0.15485656982764912,0.10842923711051074
15,15,0.1433849150197804,0.07728617603477955,0.097496997708234,0.09095829618423149,0.09849137023930513,0.4336218562301692,0.09366058495809523,0.15485656982764912,0.11072919521259368
16,16,0.1433849150197804,0.09446920100862109,0.097496997708234,0.09095829618423149,0.09849137023930513,0.4336218562301692,0.09746588647203959,0.15485656982764912,0.11362675115759582
17,17,0.14617575757401063,0.11417288145685496,0.097496997708234,0.09095829618423149,0.09849137023930513,0.4336218562301692,0.09746588647203959,0.15485656982764912,0.11362675115759582
18,18,0.14617575757401063,0.11417288145685496,0.097496997708234,0.09121489599160919,0.09849137023930513,0.4336218562301692,0.09746588647203959,0.15485656982764912,0.11756514736594129
19,19,0.14617575757401063,0.11417288145685496,0.097496997708234,0.09121489599160919,0.100431220212338,0.4336218562301692,0.09746588647203959,0.17130155820971682,0.11756514736594129
20,20,0.14617575757401063,0.1321619121055026,0.097496997708234,0.0995120099573364,0.100431220212338,0.4336218562301692,0.09811719614881013,0.17130155820971682,0.11756514736594129
21,21,0.14617575757401063,0.1321619121055026,0.097496997708234,0.0995120099573364,0.100431220212338,0.4336218562301692,0.09811719614881013,0.17130155820971682,0.11756514736594129
22,22,0.1493738032268499,0.1321619121055026,0.097496997708234,0.0995120099573364,0.100431220212338,0.4905738358963944,0.09811719614881013,0.18442318063713112,0.11756514736594129
23,23,0.14982249971819503,0.2788322545009381,0.0985069617086371,0.0995120099573364,0.100431220212338,0.4905738358963944,0.09811719614881013,0.18442318063713112,0.11756514736594129
24,24,0.14982249971819503,0.2788322545009381,0.0985069617086371,0.0995120099573364,0.100431220212338,0.49393796583474714,0.1015772779388916,0.18442318063713112,0.11756514736594129
25,25,0.14995322308444775,0.2788322545009381,0.0985069617086371,0.0995120099573364,0.100431220212338,0.49393796583474714,0.1015772779388916,0.18442318063713112,0.11756514736594129
26,26,0.14995322308444775,0.2788322545009381,0.0997490509835974,0.0995120099573364,0.100431220212338,0.49393796583474714,0.1015772779388916,0.18442318063713112,0.11756514736594129
27,27,0.14995322308444775,0.2788322545009381,0.0997490509835974,0.0995120099573364,0.11410820658347157,0.49393796583474714,0.1015772779388916,0.18442318063713112,0.11756514736594129
28,28,0.14995322308444775,0.2788322545009381,0.0997490509835974,0.0995120099573364,0.11410820658347157,0.49393796583474714,0.1015772779388916,0.18442318063713112,0.12373784931696889
29,29,0.14999190577556876,0.2788322545009381,0.09986744541686207,0.0995120099573364,0.1535876875857288,0.49393796583474714,0.1015772779388916,0.18442318063713112,0.14514259027872414
30,30,0.14999190577556876,0.34642382254859105,0.09988573623564531,0.0995120099573364,0.1535876875857288,0.49393796583474714,0.1015772779388916,0.18442318063713112,0.14514259027872414
31,31,0.14999190577556876,0.34642382254859105,0.09988573623564531,0.0995120099573364,0.1535876875857288,0.49393796583474714,0.10999815357569362,0.18442318063713112,0.14514259027872414
32,32,0.15062330575313748,0.34642382254859105,0.09988573623564531,0.0995120099573364,0.1535876875857288,0.49393796583474714,0.10999815357569362,0.18442318063713112,0.16192808393973449
33,33,0.15275754567041158,0.34642382254859105,0.09988573623564531,0.0995120099573364,0.1535876875857288,0.49393796583474714,0.10999815357569362,0.18442318063713112,0.16192808393973449
34,34,0.15275754567041158,0.34642382254859105,0.09988573623564531,0.0995120099573364,0.22730132240654588,0.49393796583474714,0.10999815357569362,0.18442318063713112,0.16192808393973449
35,35,0.157137017440877,0.34642382254859105,0.09988573623564531,0.0995120099573364,0.22730132240654588,0.49393796583474714,0.10999815357569362,0.18442318063713112,0.16192808393973449
36,36,0.157137017440877,0.34642382254859105,0.09992200700889771,0.0995120099573364,0.22730132240654588,0.49393796583474714,0.1274176857363492,0.18442318063713112,0.16192808393973449
37,37,0.157137017440877,0.34642382254859105,0.09996443333880588,0.0995120099573364,0.22730132240654588,0.49393796583474714,0.15448567273989938,0.18442318063713112,0.16192808393973449
38,38,0.157137017440877,0.34642382254859105,0.09996443333880588,0.0995120099573364,0.2443276742673298,0.49393796583474714,0.15448567273989938,0.18442318063713112,0.16192808393973449
39,39,0.15864402397838223,0.34642382254859105,0.09998994661614902,0.0995120099573364,0.2443276742673298,0.49393796583474714,0.15448567273989938,0.18442318063713112,0.2853168068818913
40,40,0.15864402397838223,0.34642382254859105,0.09998994661614902,0.0995120099573364,0.2645727152590708,0.49393796583474714,0.18466927804408556,0.18442318063713112,0.3228207946183055
41,41,0.15864402397838223,0.34642382254859105,0.09998994661614902,0.0995120099573364,0.2767429919186299,0.5019872912858501,0.18466927804408556,0.18442318063713112,0.3228207946183055
42,42,0.16193142795427412,0.34642382254859105,0.09999677109297092,0.0995120099573364,0.2767429919186299,0.5019872912858501,0.18466927804408556,0.18442318063713112,0.3228207946183055
43,43,0.16193142795427412,0.34642382254859105,0.09999677109297092,0.0995120099573364,0.2767429919186299,0.5019872912858501,0.18466927804408556,0.18442318063713112,0.3228207946183055
44,44,0.16267047859557865,0.34642382254859105,0.10000106286827874,0.0995120099573364,0.2767429919186299,0.5019872912858501,0.18466927804408556,0.18442318063713112,0.33038315803326934
45,45,0.16267047859557865,0.34642382254859105,0.10000136972370406,0.0995120099573364,0.2767429919186299,0.5019872912858501,0.2144100721297625,0.18442318063713112,0.33038315803326934
46,46,0.16267047859557865,0.34642382254859105,0.10002885330232347,0.0995120099573364,0.2767429919186299,0.5019872912858501,0.2144100721297625,0.18442318063713112,0.33038315803326934
47,47,0.16790509704628215,0.34642382254859105,0.10002885330232347,0.0995120099573364,0.2767429919186299,0.5019872912858501,0.2144100721297625,0.18442318063713112,0.33038315803326934
48,48,0.16790509704628215,0.34642382254859105,0.10017402180607442,0.0995120099573364,0.2854588588519157,0.5019872912858501,0.2144100721297625,0.18885214831932595,0.33038315803326934
49,49,0.16924230727132625,0.34642382254859105,0.10017402180607442,0.10099347657193267,0.2854588588519157,0.5476162721663773,0.2144100721297625,0.18885214831932595,0.33038315803326934
50,50,0.16924230727132625,0.34642382254859105,0.10046636464867445,0.1037127981538265,0.2854588588519157,0.5582221919293058,0.2144100721297625,0.18885214831932595,0.33038315803326934
51,51,0.16924230727132625,0.34642382254859105,0.10228657125502949,0.1037127981538265,0.2854588588519157,0.5582221919293058,0.2144100721297625,0.20654996906939033,0.33038315803326934
52,52,0.16924230727132625,0.34642382254859105,0.10228657125502949,0.1037127981538265,0.2854588588519157,0.5582221919293058,0.2144100721297625,0.20654996906939033,0.3514291259223063
53,53,0.16924230727132625,0.34642382254859105,0.10228657125502949,0.1037127981538265,0.2854588588519157,0.5582221919293058,0.2144100721297625,0.20654996906939033,0.3514291259223063
54,54,0.16924230727132625,0.34642382254859105,0.10228657125502949,0.10845875007514372,0.2854588588519157,0.5582221919293058,0.2144100721297625,0.20654996906939033,0.3514291259223063
55,55,0.16924230727132625,0.34642382254859105,0.107545780645425,0.10845875007514372,0.2854588588519157,0.6856236064100273,0.2144100721297625,0.20654996906939033,0.35168226387382134
56,56,0.169427028096165,0.34642382254859105,0.107545780645425,0.10845875007514372,0.2854588588519157,0.6856236064100273,0.2144100721297625,0.20971159197590303,0.3713104395234489
57,57,0.169427028096165,0.34642382254859105,0.131602070693766,0.10845875007514372,0.2854588588519157,0.69770713184491,0.27186593004477916,0.20971159197590303,0.3713104395234489
58,58,0.169427028096165,0.3579174192052107,0.14682430667684415,0.10845875007514372,0.2854588588519157,0.69770713184491,0.33088812061521866,0.20971159197590303,0.3713104395234489
59,59,0.169427028096165,0.3579174192052107,0.14682430667684415,0.10845875007514372,0.2854588588519157,0.69770713184491,0.33088812061521866,0.20971159197590303,0.3713104395234489
60,60,0.169427028096165,0.3676275020299297,0.14682430667684415,0.10845875007514372,0.3020635316452332,0.69770713184491,0.33088812061521866,0.20971159197590303,0.3713104395234489
61,61,0.169427028096165,0.3676275020299297,0.14682430667684415,0.10845875007514372,0.3020635316452332,0.69770713184491,0.3733205710429809,0.20971159197590303,0.4204370831545381
62,62,0.169427028096165,0.3676275020299297,0.14918668838652496,0.10845875007514372,0.3020635316452332,0.7142377776804568,0.3733205710429809,0.20971159197590303,0.4204370831545381
63,63,0.169427028096165,0.4651156332623402,0.14918668838652496,0.10845875007514372,0.3020635316452332,0.7142377776804568,0.3733205710429809,0.20971159197590303,0.4204370831545381
64,64,0.169427028096165,0.4651156332623402,0.14918668838652496,0.10845875007514372,0.3020635316452332,0.7142377776804568,0.3733205710429809,0.20971159197590303,0.442544929991739
65,65,0.169427028096165,0.4651156332623402,0.14918668838652496,0.10845875007514372,0.3020635316452332,0.8075480715927901,0.3733205710429809,0.20971159197590303,0.442544929991739
66,66,0.16993855972218458,0.4651156332623402,0.14918668838652496,0.10845875007514372,0.3020635316452332,0.8075480715927901,0.3733205710429809,0.20971159197590303,0.442544929991739
67,67,0.16993855972218458,0.48919730490858904,0.14918668838652496,0.10845875007514372,0.3020635316452332,0.8075480715927901,0.3733205710429809,0.20971159197590303,0.442544929991739
68,68,0.17014493558971489,0.48919730490858904,0.14918668838652496,0.10986559544332306,0.3020635316452332,0.8075480715927901,0.3733205710429809,0.20971159197590303,0.442544929991739
69,69,0.17014493558971489,0.5030551471093067,0.15027784934184146,0.10986559544332306,0.3020635316452332,0.8075480715927901,0.39746504921290526,0.20971159197590303,0.442544929991739
