time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0494,-0.0049,0.651005,0.014366,-10.00,8.00,-8.00,-10.00,-6.43,11.96,-4.06,-6.33,
2.00,4.00,0.0000,-0.0494,-0.0098,0.615298,0.035598,-10.00,8.00,-8.00,-10.00,-6.78,9.13,-6.63,-7.09,
3.00,4.00,0.0000,-0.0492,-0.0148,0.478540,0.005685,-10.00,8.00,-8.00,-10.00,-10.66,4.36,-11.46,-11.37,
4.00,4.00,0.0000,-0.0497,-0.0197,0.376975,0.001248,-10.00,8.00,-8.00,-10.00,-13.82,5.84,-10.57,-13.99,
5.00,4.00,0.0000,-0.0498,-0.0247,0.376648,0.001654,-10.00,8.00,-8.00,-10.00,-12.79,10.39,-6.12,-11.80,
6.00,4.00,0.0000,-0.0494,-0.0296,0.464614,0.005430,-10.00,8.00,-8.00,-10.00,-9.10,11.95,-4.01,-7.65,
7.00,4.00,0.0000,-0.0495,-0.0346,0.570865,0.012496,-10.00,8.00,-8.00,-10.00,-6.61,9.32,-5.55,-6.03,
8.00,4.00,0.0000,-0.0499,-0.0396,0.632154,0.006947,-10.00,8.00,-8.00,-10.00,-6.10,5.28,-9.33,-8.50,
9.00,4.00,0.0000,-0.0495,-0.0445,0.581131,0.002101,-10.00,8.00,-8.00,-10.00,-7.88,4.13,-11.89,-12.52,
10.00,4.00,0.0000,-0.0495,-0.0494,0.463997,0.001602,-10.00,8.00,-8.00,-10.00,-10.90,7.10,-10.89,-13.94,
11.00,4.00,0.0000,-0.0497,-0.0496,0.385367,0.002789,-10.00,8.00,-8.00,-10.00,-13.39,10.95,-7.30,-11.30,
12.00,4.00,0.0000,-0.0500,-0.0496,0.363083,0.004518,-10.00,8.00,-8.00,-10.00,-13.90,11.79,-4.34,-7.31,
13.00,4.00,0.0000,-0.0497,-0.0496,0.390591,0.003898,-10.00,8.00,-8.00,-10.00,-12.12,8.72,-4.63,-6.12,
14.00,4.00,0.0000,-0.0493,-0.0497,0.471616,0.001842,-10.00,8.00,-8.00,-10.00,-8.72,4.91,-7.92,-9.06,
15.00,4.00,0.0000,-0.0495,-0.0496,0.609547,0.001089,-10.00,8.00,-8.00,-10.00,-6.01,4.28,-11.28,-12.99,
16.00,4.00,0.0000,-0.0493,-0.0496,0.583153,0.002087,-10.00,8.00,-8.00,-10.00,-8.12,7.49,-11.72,-13.75,
17.00,4.00,0.0000,-0.0494,-0.0496,0.421681,0.005080,-10.00,8.00,-8.00,-10.00,-12.50,11.16,-8.86,-10.52,
18.00,4.00,0.0000,-0.0500,-0.0496,0.363898,0.006031,-10.00,8.00,-8.00,-10.00,-13.86,11.70,-4.66,-7.18,
19.00,4.00,0.0000,-0.0495,-0.0496,0.417638,0.004446,-10.00,8.00,-8.00,-10.00,-10.56,8.54,-4.94,-6.02,
20.00,4.00,0.0000,-0.0492,-0.0496,0.581329,0.002470,-10.00,8.00,-8.00,-10.00,-6.08,4.84,-9.60,-7.86,
21.00,4.00,0.0000,-0.0490,-0.0496,0.554025,0.001358,-10.00,8.00,-8.00,-10.00,-9.19,4.30,-11.97,-11.30,
22.00,4.00,0.0000,-0.0496,-0.0495,0.380813,0.001148,-10.00,8.00,-8.00,-10.00,-13.92,7.46,-8.66,-13.77,
23.00,4.00,0.0000,-0.0494,-0.0495,0.406923,0.002357,-10.00,8.00,-8.00,-10.00,-10.81,11.53,-5.15,-13.40,
24.00,4.00,0.0000,-0.0492,-0.0494,0.560627,0.009945,-10.00,8.00,-8.00,-10.00,-6.47,10.88,-4.04,-10.47,
25.00,4.00,0.0000,-0.0495,-0.0495,0.610595,0.010464,-10.00,8.00,-8.00,-10.00,-7.12,6.25,-6.09,-6.97,
26.00,4.00,0.0000,-0.0492,-0.0494,0.451195,0.002140,-10.00,8.00,-8.00,-10.00,-11.75,4.04,-9.65,-6.16,
27.00,4.00,0.0000,-0.0499,-0.0494,0.366391,0.001051,-10.00,8.00,-8.00,-10.00,-13.96,7.30,-11.90,-8.86,
28.00,4.00,0.0000,-0.0495,-0.0495,0.413098,0.002014,-10.00,8.00,-8.00,-10.00,-10.70,10.61,-11.05,-12.60,
29.00,4.00,0.0000,-0.0493,-0.0494,0.535017,0.008796,-10.00,8.00,-8.00,-10.00,-7.14,12.00,-7.69,-13.96,
30.00,4.00,0.0000,-0.0498,-0.0494,0.624521,0.028061,-10.00,8.00,-8.00,-10.00,-6.05,10.74,-4.01,-11.70,
31.00,4.00,0.0000,-0.0492,-0.0495,0.563313,0.018361,-10.00,8.00,-8.00,-10.00,-8.19,7.67,-8.31,-7.91,
32.00,4.00,0.0000,-0.0494,-0.0495,0.435276,0.003560,-10.00,8.00,-8.00,-10.00,-11.81,4.81,-11.99,-6.00,
33.00,4.00,0.0000,-0.0499,-0.0495,0.369785,0.000901,-10.00,8.00,-8.00,-10.00,-13.95,4.07,-7.81,-7.75,
34.00,4.00,0.0000,-0.0498,-0.0495,0.376863,0.000622,-10.00,8.00,-8.00,-10.00,-12.86,5.93,-4.26,-11.55,
35.00,4.00,0.0000,-0.0494,-0.0495,0.453872,0.001357,-10.00,8.00,-8.00,-10.00,-9.27,9.44,-5.22,-13.94,
36.00,4.00,0.0000,-0.0494,-0.0495,0.600697,0.010341,-10.00,8.00,-8.00,-10.00,-6.01,11.97,-9.54,-12.72,
37.00,4.00,0.0000,-0.0490,-0.0495,0.543049,0.027920,-10.00,8.00,-8.00,-10.00,-8.66,10.28,-12.00,-9.04,
38.00,4.00,0.0000,-0.0495,-0.0495,0.394176,0.006231,-10.00,8.00,-8.00,-10.00,-13.30,6.16,-9.63,-6.20,
39.00,4.00,0.0000,-0.0498,-0.0495,0.372310,0.001153,-10.00,8.00,-8.00,-10.00,-13.04,4.00,-5.80,-6.94,
40.00,4.00,0.0000,-0.0493,-0.0495,0.474972,0.000803,-10.00,8.00,-8.00,-10.00,-8.53,6.09,-4.01,-10.57,
41.00,4.00,0.0000,-0.0495,-0.0495,0.612641,0.004145,-10.00,8.00,-8.00,-10.00,-6.01,10.65,-5.39,-13.66,
42.00,4.00,0.0000,-0.0491,-0.0495,0.569972,0.026610,-10.00,8.00,-8.00,-10.00,-8.15,11.47,-8.84,-13.31,
43.00,4.00,0.0000,-0.0494,-0.0495,0.414948,0.008895,-10.00,8.00,-8.00,-10.00,-12.46,6.76,-11.63,-9.84,
44.00,4.00,0.0000,-0.0500,-0.0494,0.364141,0.001364,-10.00,8.00,-8.00,-10.00,-13.89,4.02,-11.53,-6.10,
45.00,4.00,0.0000,-0.0495,-0.0494,0.414003,0.000926,-10.00,8.00,-8.00,-10.00,-10.77,7.62,-8.63,-8.14,
46.00,4.00,0.0000,-0.0492,-0.0495,0.544696,0.003759,-10.00,8.00,-8.00,-10.00,-6.90,10.73,-4.70,-12.94,
47.00,4.00,0.0000,-0.0497,-0.0495,0.626449,0.025391,-10.00,8.00,-8.00,-10.00,-6.32,12.00,-4.67,-13.38,
48.00,4.00,0.0000,-0.0490,-0.0495,0.503919,0.031841,-10.00,8.00,-8.00,-10.00,-9.65,10.75,-8.80,-9.19,
49.00,4.00,0.0000,-0.0496,-0.0494,0.385523,0.007895,-10.00,8.00,-8.00,-10.00,-13.36,7.77,-11.93,-6.39,
50.00,4.00,0.0000,-0.0499,-0.0495,0.366411,0.001731,-10.00,8.00,-8.00,-10.00,-13.49,4.93,-10.16,-6.45,
51.00,4.00,0.0000,-0.0495,-0.0495,0.435952,0.000711,-10.00,8.00,-8.00,-10.00,-9.96,4.03,-5.69,-9.34,
52.00,4.00,0.0000,-0.0493,-0.0495,0.575293,0.000856,-10.00,8.00,-8.00,-10.00,-6.38,5.62,-4.13,-12.75,
53.00,4.00,0.0000,-0.0496,-0.0495,0.621127,0.003520,-10.00,8.00,-8.00,-10.00,-6.90,9.06,-7.57,-13.98,
54.00,4.00,0.0000,-0.0491,-0.0495,0.469268,0.013415,-10.00,8.00,-8.00,-10.00,-10.93,12.00,-11.56,-12.04,
55.00,4.00,0.0000,-0.0498,-0.0494,0.368353,0.007582,-10.00,8.00,-8.00,-10.00,-13.91,9.21,-10.96,-8.41,
56.00,4.00,0.0000,-0.0497,-0.0495,0.380957,0.001847,-10.00,8.00,-8.00,-10.00,-12.46,4.69,-6.76,-6.05,
57.00,4.00,0.0000,-0.0494,-0.0495,0.478784,0.000826,-10.00,8.00,-8.00,-10.00,-8.67,4.90,-4.09,-7.31,
58.00,4.00,0.0000,-0.0495,-0.0495,0.593464,0.002529,-10.00,8.00,-8.00,-10.00,-6.29,9.26,-5.32,-11.03,
59.00,4.00,0.0000,-0.0496,-0.0496,0.625926,0.020852,-10.00,8.00,-8.00,-10.00,-6.43,11.93,-9.24,-13.80,
60.00,4.00,0.0000,-0.0492,-0.0495,0.512857,0.028521,-10.00,8.00,-8.00,-10.00,-8.99,10.55,-11.91,-13.10,
61.00,4.00,0.0000,-0.0496,-0.0495,0.414652,0.006749,-10.00,8.00,-8.00,-10.00,-12.24,6.54,-10.68,-9.54,
62.00,4.00,0.0000,-0.0499,-0.0495,0.367527,0.001294,-10.00,8.00,-8.00,-10.00,-13.97,4.04,-6.52,-6.17,
63.00,4.00,0.0000,-0.0498,-0.0495,0.375170,0.000654,-10.00,8.00,-8.00,-10.00,-13.00,5.61,-4.03,-7.43,
64.00,4.00,0.0000,-0.0495,-0.0496,0.439180,0.001341,-10.00,8.00,-8.00,-10.00,-10.00,9.47,-7.43,-11.80,
65.00,4.00,0.0000,-0.0493,-0.0496,0.574947,0.008290,-10.00,8.00,-8.00,-10.00,-6.28,11.90,-11.68,-13.99,
66.00,4.00,0.0000,-0.0494,-0.0496,0.587021,0.030579,-10.00,8.00,-8.00,-10.00,-7.31,10.96,-10.48,-11.37,
67.00,4.00,0.0000,-0.0492,-0.0495,0.440266,0.011359,-10.00,8.00,-8.00,-10.00,-11.82,7.46,-5.84,-7.32,
68.00,4.00,0.0000,-0.0499,-0.0495,0.366280,0.001900,-10.00,8.00,-8.00,-10.00,-13.98,4.43,-4.07,-6.10,
69.00,4.00,0.0000,-0.0495,-0.0495,0.408165,0.000699,-10.00,8.00,-8.00,-10.00,-11.00,4.49,-7.20,-8.91,
70.00,4.00,0.0000,-0.0494,-0.0496,0.522370,0.001135,-10.00,8.00,-8.00,-10.00,-7.57,7.58,-11.33,-12.84,
71.00,4.00,0.0000,-0.0496,-0.0496,0.618759,0.008807,-10.00,8.00,-8.00,-10.00,-6.01,11.61,-11.30,-13.84,
72.00,4.00,0.0000,-0.0496,-0.0496,0.595694,0.033220,-10.00,8.00,-8.00,-10.00,-7.10,10.67,-7.02,-10.89,
73.00,4.00,0.0000,-0.0493,-0.0495,0.490707,0.009911,-10.00,8.00,-8.00,-10.00,-10.10,5.90,-4.04,-7.08,
74.00,4.00,0.0000,-0.0497,-0.0495,0.397101,0.001553,-10.00,8.00,-8.00,-10.00,-13.04,4.14,-8.12,-6.17,
75.00,4.00,0.0000,-0.0500,-0.0495,0.363799,0.000981,-10.00,8.00,-8.00,-10.00,-13.97,7.90,-11.99,-9.09,
76.00,4.00,0.0000,-0.0497,-0.0496,0.387133,0.002240,-10.00,8.00,-8.00,-10.00,-12.27,11.54,-8.76,-12.92,
77.00,4.00,0.0000,-0.0494,-0.0496,0.466098,0.006295,-10.00,8.00,-8.00,-10.00,-9.00,11.21,-4.67,-13.83,
78.00,4.00,0.0000,-0.0494,-0.0496,0.587544,0.007782,-10.00,8.00,-8.00,-10.00,-6.29,7.24,-4.60,-10.91,
79.00,4.00,0.0000,-0.0498,-0.0496,0.627611,0.003162,-10.00,8.00,-8.00,-10.00,-6.61,4.13,-8.50,-7.32,
80.00,4.00,0.0000,-0.0493,-0.0496,0.515277,0.001549,-10.00,8.00,-8.00,-10.00,-9.70,5.40,-11.82,-6.03,
81.00,4.00,0.0000,-0.0496,-0.0496,0.399302,0.002021,-10.00,8.00,-8.00,-10.00,-13.04,9.36,-10.67,-8.07,
82.00,4.00,0.0000,-0.0500,-0.0496,0.363389,0.003478,-10.00,8.00,-8.00,-10.00,-13.89,11.87,-6.89,-11.73,
83.00,4.00,0.0000,-0.0496,-0.0496,0.399225,0.005030,-10.00,8.00,-8.00,-10.00,-11.57,11.03,-4.46,-13.94,
84.00,4.00,0.0000,-0.0492,-0.0496,0.511184,0.004769,-10.00,8.00,-8.00,-10.00,-7.54,7.58,-4.21,-12.84,
85.00,4.00,0.0000,-0.0498,-0.0496,0.627293,0.002773,-10.00,8.00,-8.00,-10.00,-6.15,4.49,-6.29,-9.44,
86.00,4.00,0.0000,-0.0491,-0.0496,0.530123,0.001375,-10.00,8.00,-8.00,-10.00,-9.57,4.43,-9.42,-6.58,
87.00,4.00,0.0000,-0.0496,-0.0495,0.389548,0.001194,-10.00,8.00,-8.00,-10.00,-13.53,7.46,-11.68,-6.23,
88.00,4.00,0.0000,-0.0498,-0.0496,0.371658,0.002156,-10.00,8.00,-8.00,-10.00,-13.08,11.34,-11.68,-8.65,
89.00,4.00,0.0000,-0.0494,-0.0495,0.459780,0.005762,-10.00,8.00,-8.00,-10.00,-9.03,11.34,-9.42,-12.06,
90.00,4.00,0.0000,-0.0494,-0.0495,0.588107,0.007703,-10.00,8.00,-8.00,-10.00,-6.23,7.31,-5.00,-13.96,
91.00,4.00,0.0000,-0.0497,-0.0496,0.623809,0.003092,-10.00,8.00,-8.00,-10.00,-6.79,4.11,-5.35,-12.96,
92.00,4.00,0.0000,-0.0493,-0.0495,0.498308,0.001519,-10.00,8.00,-8.00,-10.00,-10.20,5.61,-11.00,-9.76,
93.00,4.00,0.0000,-0.0497,-0.0495,0.388023,0.002024,-10.00,8.00,-8.00,-10.00,-13.43,9.65,-10.65,-6.21,
