time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0494,-0.0049,0.629472,0.010113,-10.00,8.00,-8.00,-10.00,-6.84,11.39,-4.67,-6.00,
2.00,4.00,0.0000,-0.0498,-0.0098,0.630188,0.043118,-10.00,8.00,-8.00,-10.00,-6.12,11.59,-4.30,-10.00,
3.00,4.00,0.0000,-0.0492,-0.0148,0.550039,0.024738,-10.00,8.00,-8.00,-10.00,-8.41,8.40,-7.22,-14.00,
4.00,4.00,0.0000,-0.0495,-0.0197,0.430436,0.004031,-10.00,8.00,-8.00,-10.00,-11.92,4.84,-10.83,-10.00,
5.00,4.00,0.0000,-0.0499,-0.0247,0.369122,0.000938,-10.00,8.00,-8.00,-10.00,-13.95,4.25,-11.92,-6.18,
6.00,4.00,0.0000,-0.0498,-0.0297,0.375801,0.000759,-10.00,8.00,-8.00,-10.00,-12.92,7.19,-9.53,-7.78,
7.00,4.00,0.0000,-0.0494,-0.0346,0.447791,0.002117,-10.00,8.00,-8.00,-10.00,-9.55,10.73,-5.95,-12.55,
8.00,4.00,0.0000,-0.0493,-0.0396,0.593150,0.013056,-10.00,8.00,-8.00,-10.00,-6.08,11.96,-4.03,-13.68,
9.00,4.00,0.0000,-0.0492,-0.0445,0.578498,0.028995,-10.00,8.00,-8.00,-10.00,-8.03,9.87,-5.18,-9.69,
10.00,4.00,0.0000,-0.0493,-0.0494,0.414796,0.006942,-10.00,8.00,-8.00,-10.00,-12.70,6.20,-8.51,-6.54,
11.00,4.00,0.0000,-0.0499,-0.0495,0.365821,0.001256,-10.00,8.00,-8.00,-10.00,-13.64,4.05,-11.45,-6.38,
12.00,4.00,0.0000,-0.0494,-0.0495,0.440844,0.000683,-10.00,8.00,-8.00,-10.00,-9.69,5.21,-11.72,-9.35,
13.00,4.00,0.0000,-0.0494,-0.0495,0.571387,0.001875,-10.00,8.00,-8.00,-10.00,-6.51,8.71,-9.11,-12.88,
14.00,4.00,0.0000,-0.0497,-0.0495,0.628554,0.015481,-10.00,8.00,-8.00,-10.00,-6.44,11.69,-5.20,-13.92,
15.00,4.00,0.0000,-0.0492,-0.0495,0.515480,0.030934,-10.00,8.00,-8.00,-10.00,-9.53,11.29,-4.24,-11.58,
16.00,4.00,0.0000,-0.0495,-0.0494,0.396172,0.009044,-10.00,8.00,-8.00,-10.00,-13.04,7.88,-7.68,-7.46,
17.00,4.00,0.0000,-0.0500,-0.0495,0.363378,0.001748,-10.00,8.00,-8.00,-10.00,-13.85,4.58,-11.49,-6.21,
18.00,4.00,0.0000,-0.0496,-0.0495,0.406393,0.000678,-10.00,8.00,-8.00,-10.00,-11.24,4.40,-11.22,-9.86,
19.00,4.00,0.0000,-0.0492,-0.0495,0.530432,0.001087,-10.00,8.00,-8.00,-10.00,-7.10,7.52,-7.10,-13.69,
20.00,4.00,0.0000,-0.0498,-0.0495,0.627797,0.008338,-10.00,8.00,-8.00,-10.00,-6.39,11.09,-4.00,-12.76,
21.00,4.00,0.0000,-0.0490,-0.0495,0.492772,0.025954,-10.00,8.00,-8.00,-10.00,-10.34,11.79,-7.05,-8.53,
22.00,4.00,0.0000,-0.0497,-0.0495,0.370915,0.009241,-10.00,8.00,-8.00,-10.00,-13.85,8.92,-11.56,-6.04,
23.00,4.00,0.0000,-0.0497,-0.0495,0.380681,0.002107,-10.00,8.00,-8.00,-10.00,-12.39,5.19,-10.60,-7.52,
