time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0495,-0.0049,0.662170,0.010072,-10.00,8.00,-8.00,-10.00,-6.26,11.03,-4.84,-6.74,
2.00,4.00,0.0000,-0.0492,-0.0098,0.604722,0.047012,-10.00,8.00,-8.00,-10.00,-7.35,11.95,-4.12,-6.22,
3.00,4.00,0.0000,-0.0491,-0.0147,0.435327,0.024376,-10.00,8.00,-8.00,-10.00,-11.86,10.12,-6.41,-8.87,
4.00,4.00,0.0000,-0.0499,-0.0197,0.363368,0.004540,-10.00,8.00,-8.00,-10.00,-13.97,6.81,-9.92,-12.47,
5.00,4.00,0.0000,-0.0495,-0.0247,0.408248,0.001204,-10.00,8.00,-8.00,-10.00,-10.96,4.33,-11.95,-14.00,
6.00,4.00,0.0000,-0.0492,-0.0296,0.553261,0.000772,-10.00,8.00,-8.00,-10.00,-6.61,4.40,-10.92,-12.16,
7.00,4.00,0.0000,-0.0496,-0.0346,0.617959,0.001723,-10.00,8.00,-8.00,-10.00,-7.00,6.98,-7.55,-8.76,
8.00,4.00,0.0000,-0.0492,-0.0395,0.455135,0.004857,-10.00,8.00,-8.00,-10.00,-11.69,10.38,-4.08,-6.40,
9.00,4.00,0.0000,-0.0499,-0.0444,0.365473,0.006156,-10.00,8.00,-8.00,-10.00,-13.96,12.00,-6.03,-6.25,
10.00,4.00,0.0000,-0.0494,-0.0493,0.413201,0.005930,-10.00,8.00,-8.00,-10.00,-10.56,10.44,-10.70,-8.40,
11.00,4.00,0.0000,-0.0493,-0.0494,0.550233,0.004996,-10.00,8.00,-8.00,-10.00,-6.70,6.94,-11.64,-11.54,
12.00,4.00,0.0000,-0.0499,-0.0495,0.627490,0.002611,-10.00,8.00,-8.00,-10.00,-6.49,4.28,-7.63,-13.73,
13.00,4.00,0.0000,-0.0492,-0.0495,0.506165,0.001281,-10.00,8.00,-8.00,-10.00,-10.13,4.58,-4.20,-13.63,
14.00,4.00,0.0000,-0.0497,-0.0495,0.384787,0.001159,-10.00,8.00,-8.00,-10.00,-13.63,7.59,-5.36,-11.30,
15.00,4.00,0.0000,-0.0498,-0.0495,0.371258,0.002309,-10.00,8.00,-8.00,-10.00,-13.14,11.73,-9.71,-8.04,
16.00,4.00,0.0000,-0.0493,-0.0495,0.451935,0.005140,-10.00,8.00,-8.00,-10.00,-9.17,10.17,-12.00,-6.06,
17.00,4.00,0.0000,-0.0494,-0.0495,0.599136,0.003980,-10.00,8.00,-8.00,-10.00,-6.03,5.15,-9.46,-6.97,
18.00,4.00,0.0000,-0.0493,-0.0495,0.581956,0.001750,-10.00,8.00,-8.00,-10.00,-8.20,4.67,-5.06,-10.11,
19.00,4.00,0.0000,-0.0494,-0.0495,0.416779,0.002160,-10.00,8.00,-8.00,-10.00,-12.77,9.05,-4.46,-13.16,
20.00,4.00,0.0000,-0.0499,-0.0495,0.365569,0.003475,-10.00,8.00,-8.00,-10.00,-13.64,11.79,-8.59,-13.90,
21.00,4.00,0.0000,-0.0494,-0.0495,0.435363,0.005832,-10.00,8.00,-8.00,-10.00,-9.78,11.17,-11.93,-11.78,
22.00,4.00,0.0000,-0.0494,-0.0495,0.558024,0.007011,-10.00,8.00,-8.00,-10.00,-6.68,7.73,-10.02,-8.29,
23.00,4.00,0.0000,-0.0500,-0.0495,0.632861,0.003611,-10.00,8.00,-8.00,-10.00,-6.22,4.53,-5.82,-6.07,
24.00,4.00,0.0000,-0.0493,-0.0495,0.552685,0.001556,-10.00,8.00,-8.00,-10.00,-8.76,4.42,-4.00,-7.06,
25.00,4.00,0.0000,-0.0495,-0.0495,0.423204,0.001424,-10.00,8.00,-8.00,-10.00,-12.29,7.49,-6.07,-10.45,
26.00,4.00,0.0000,-0.0499,-0.0495,0.365939,0.002625,-10.00,8.00,-8.00,-10.00,-14.00,11.65,-10.01,-13.47,
27.00,4.00,0.0000,-0.0498,-0.0496,0.380018,0.004061,-10.00,8.00,-8.00,-10.00,-12.53,10.44,-12.00,-13.66,
28.00,4.00,0.0000,-0.0494,-0.0496,0.463666,0.002408,-10.00,8.00,-8.00,-10.00,-8.98,5.48,-10.11,-10.86,
29.00,4.00,0.0000,-0.0494,-0.0496,0.596117,0.001204,-10.00,8.00,-8.00,-10.00,-6.16,4.39,-6.26,-6.37,
30.00,4.00,0.0000,-0.0496,-0.0496,0.617341,0.003109,-10.00,8.00,-8.00,-10.00,-7.06,8.58,-4.03,-8.05,
31.00,4.00,0.0000,-0.0492,-0.0495,0.475363,0.010385,-10.00,8.00,-8.00,-10.00,-10.82,11.59,-5.43,-13.34,
32.00,4.00,0.0000,-0.0497,-0.0496,0.373738,0.009256,-10.00,8.00,-8.00,-10.00,-13.78,11.50,-9.18,-12.45,
33.00,4.00,0.0000,-0.0498,-0.0496,0.370022,0.004260,-10.00,8.00,-8.00,-10.00,-13.07,8.39,-11.85,-7.88,
34.00,4.00,0.0000,-0.0494,-0.0496,0.450829,0.001703,-10.00,8.00,-8.00,-10.00,-9.31,4.94,-11.00,-6.00,
35.00,4.00,0.0000,-0.0494,-0.0496,0.599417,0.001013,-10.00,8.00,-8.00,-10.00,-6.06,4.14,-7.49,-7.88,
36.00,4.00,0.0000,-0.0493,-0.0496,0.587310,0.001661,-10.00,8.00,-8.00,-10.00,-8.06,6.67,-4.55,-11.76,
37.00,4.00,0.0000,-0.0494,-0.0495,0.420206,0.003573,-10.00,8.00,-8.00,-10.00,-12.66,10.35,-4.28,-13.98,
38.00,4.00,0.0000,-0.0500,-0.0495,0.364915,0.004944,-10.00,8.00,-8.00,-10.00,-13.70,12.00,-6.89,-12.45,
39.00,4.00,0.0000,-0.0494,-0.0495,0.432413,0.005633,-10.00,8.00,-8.00,-10.00,-9.82,10.09,-10.35,-7.96,
40.00,4.00,0.0000,-0.0494,-0.0495,0.594544,0.005012,-10.00,8.00,-8.00,-10.00,-6.01,6.33,-12.00,-6.56,
41.00,4.00,0.0000,-0.0490,-0.0495,0.546328,0.002157,-10.00,8.00,-8.00,-10.00,-9.30,4.05,-10.55,-12.04,
42.00,4.00,0.0000,-0.0496,-0.0495,0.382985,0.000918,-10.00,8.00,-8.00,-10.00,-13.84,5.28,-7.09,-13.44,
43.00,4.00,0.0000,-0.0495,-0.0495,0.394862,0.001139,-10.00,8.00,-8.00,-10.00,-11.54,9.16,-4.23,-8.53,
44.00,4.00,0.0000,-0.0492,-0.0494,0.530339,0.006066,-10.00,8.00,-8.00,-10.00,-7.15,12.00,-4.82,-6.01,
45.00,4.00,0.0000,-0.0500,-0.0495,0.620965,0.020220,-10.00,8.00,-8.00,-10.00,-6.21,9.11,-8.32,-8.15,
46.00,4.00,0.0000,-0.0492,-0.0494,0.525054,0.005793,-10.00,8.00,-8.00,-10.00,-9.43,4.63,-11.52,-12.46,
47.00,4.00,0.0000,-0.0496,-0.0495,0.395586,0.001269,-10.00,8.00,-8.00,-10.00,-13.27,4.97,-11.50,-13.89,
48.00,4.00,0.0000,-0.0499,-0.0495,0.367057,0.001295,-10.00,8.00,-8.00,-10.00,-13.53,9.57,-8.28,-10.77,
49.00,4.00,0.0000,-0.0494,-0.0495,0.434894,0.003955,-10.00,8.00,-8.00,-10.00,-9.96,11.98,-4.89,-6.97,
50.00,4.00,0.0000,-0.0493,-0.0495,0.566581,0.009477,-10.00,8.00,-8.00,-10.00,-6.52,8.90,-4.16,-6.22,
51.00,4.00,0.0000,-0.0498,-0.0495,0.626862,0.004846,-10.00,8.00,-8.00,-10.00,-6.56,4.57,-6.75,-9.25,
52.00,4.00,0.0000,-0.0492,-0.0495,0.506494,0.001671,-10.00,8.00,-8.00,-10.00,-10.04,4.98,-10.41,-13.03,
