time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0494,-0.0049,0.681321,0.012874,-10.00,8.00,-8.00,-10.00,-6.04,11.50,-4.01,-6.64,
2.00,4.00,0.0000,-0.0488,-0.0098,0.549983,0.045107,-10.00,8.00,-8.00,-10.00,-8.87,11.39,-7.40,-6.35,
3.00,4.00,0.0000,-0.0495,-0.0147,0.380473,0.010342,-10.00,8.00,-8.00,-10.00,-13.64,7.79,-11.90,-9.40,
4.00,4.00,0.0000,-0.0496,-0.0197,0.383193,0.001722,-10.00,8.00,-8.00,-10.00,-12.16,4.40,-9.18,-13.00,
5.00,4.00,0.0000,-0.0492,-0.0246,0.512589,0.000829,-10.00,8.00,-8.00,-10.00,-7.54,4.73,-5.16,-13.85,
6.00,4.00,0.0000,-0.0498,-0.0296,0.628486,0.002382,-10.00,8.00,-8.00,-10.00,-6.09,8.38,-4.09,-11.18,
7.00,4.00,0.0000,-0.0490,-0.0345,0.544064,0.013883,-10.00,8.00,-8.00,-10.00,-9.07,11.64,-6.59,-7.46,
8.00,4.00,0.0000,-0.0495,-0.0394,0.394175,0.014103,-10.00,8.00,-8.00,-10.00,-13.10,11.26,-10.38,-6.03,
9.00,4.00,0.0000,-0.0499,-0.0444,0.362729,0.004480,-10.00,8.00,-8.00,-10.00,-13.62,7.62,-11.99,-8.23,
10.00,4.00,0.0000,-0.0494,-0.0493,0.430856,0.001353,-10.00,8.00,-8.00,-10.00,-10.04,4.36,-9.95,-12.05,
11.00,4.00,0.0000,-0.0494,-0.0494,0.552977,0.000864,-10.00,8.00,-8.00,-10.00,-6.89,4.74,-5.95,-14.00,
12.00,4.00,0.0000,-0.0499,-0.0495,0.635219,0.002587,-10.00,8.00,-8.00,-10.00,-6.11,8.26,-4.02,-12.29,
13.00,4.00,0.0000,-0.0492,-0.0495,0.565818,0.012793,-10.00,8.00,-8.00,-10.00,-8.34,11.09,-6.59,-8.09,
14.00,4.00,0.0000,-0.0494,-0.0495,0.426040,0.017382,-10.00,8.00,-8.00,-10.00,-11.86,11.97,-10.76,-6.11,
15.00,4.00,0.0000,-0.0498,-0.0495,0.363772,0.008273,-10.00,8.00,-8.00,-10.00,-13.94,10.35,-11.80,-9.90,
16.00,4.00,0.0000,-0.0498,-0.0495,0.373256,0.003058,-10.00,8.00,-8.00,-10.00,-12.97,7.25,-8.54,-13.84,
17.00,4.00,0.0000,-0.0494,-0.0496,0.445922,0.001270,-10.00,8.00,-8.00,-10.00,-9.56,4.63,-5.39,-12.09,
18.00,4.00,0.0000,-0.0495,-0.0496,0.608938,0.000904,-10.00,8.00,-8.00,-10.00,-6.02,4.12,-4.00,-7.58,
19.00,4.00,0.0000,-0.0489,-0.0495,0.511160,0.001254,-10.00,8.00,-8.00,-10.00,-10.44,6.06,-5.13,-6.10,
20.00,4.00,0.0000,-0.0498,-0.0495,0.370099,0.001683,-10.00,8.00,-8.00,-10.00,-13.98,9.24,-8.07,-9.18,
21.00,4.00,0.0000,-0.0493,-0.0495,0.432595,0.003549,-10.00,8.00,-8.00,-10.00,-9.76,11.67,-10.96,-13.22,
22.00,4.00,0.0000,-0.0494,-0.0495,0.561429,0.013546,-10.00,8.00,-8.00,-10.00,-6.52,11.62,-11.99,-13.49,
23.00,4.00,0.0000,-0.0498,-0.0495,0.610832,0.022487,-10.00,8.00,-8.00,-10.00,-6.46,9.11,-10.51,-9.78,
24.00,4.00,0.0000,-0.0492,-0.0495,0.512671,0.007718,-10.00,8.00,-8.00,-10.00,-9.64,5.85,-7.42,-6.65,
25.00,4.00,0.0000,-0.0496,-0.0495,0.397522,0.001542,-10.00,8.00,-8.00,-10.00,-13.15,4.05,-4.52,-6.26,
26.00,4.00,0.0000,-0.0500,-0.0495,0.365180,0.000658,-10.00,8.00,-8.00,-10.00,-13.78,4.93,-4.31,-8.93,
27.00,4.00,0.0000,-0.0496,-0.0495,0.412757,0.000872,-10.00,8.00,-8.00,-10.00,-10.95,7.90,-6.96,-12.47,
28.00,4.00,0.0000,-0.0491,-0.0495,0.550741,0.004042,-10.00,8.00,-8.00,-10.00,-6.58,11.13,-10.41,-14.00,
29.00,4.00,0.0000,-0.0493,-0.0495,0.593734,0.026494,-10.00,8.00,-8.00,-10.00,-7.27,11.86,-12.00,-12.26,
30.00,4.00,0.0000,-0.0492,-0.0495,0.421398,0.016171,-10.00,8.00,-8.00,-10.00,-12.31,9.43,-10.50,-8.30,
