time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0494,-0.0049,0.666376,0.014043,-10.00,8.00,-8.00,-10.00,-6.20,11.83,-4.33,-6.90,
2.00,4.00,0.0000,-0.0491,-0.0098,0.593119,0.042809,-10.00,8.00,-8.00,-10.00,-7.65,10.18,-5.09,-6.08,
3.00,4.00,0.0000,-0.0493,-0.0147,0.424915,0.007615,-10.00,8.00,-8.00,-10.00,-12.35,5.41,-9.37,-8.13,
4.00,4.00,0.0000,-0.0500,-0.0197,0.365044,0.001179,-10.00,8.00,-8.00,-10.00,-13.80,4.34,-11.99,-11.55,
5.00,4.00,0.0000,-0.0494,-0.0247,0.429914,0.001102,-10.00,8.00,-8.00,-10.00,-10.00,8.39,-9.80,-13.84,
6.00,4.00,0.0000,-0.0493,-0.0296,0.550594,0.005872,-10.00,8.00,-8.00,-10.00,-6.93,11.70,-4.80,-13.31,
7.00,4.00,0.0000,-0.0499,-0.0345,0.626707,0.029136,-10.00,8.00,-8.00,-10.00,-6.07,11.08,-5.60,-10.35,
8.00,4.00,0.0000,-0.0493,-0.0395,0.558927,0.017747,-10.00,8.00,-8.00,-10.00,-8.10,7.18,-11.20,-7.04,
9.00,4.00,0.0000,-0.0495,-0.0444,0.443473,0.002862,-10.00,8.00,-8.00,-10.00,-11.52,4.16,-10.40,-6.08,
10.00,4.00,0.0000,-0.0498,-0.0494,0.374089,0.000900,-10.00,8.00,-8.00,-10.00,-13.83,5.22,-6.18,-8.33,
11.00,4.00,0.0000,-0.0499,-0.0495,0.370122,0.001105,-10.00,8.00,-8.00,-10.00,-13.33,9.24,-4.16,-11.94,
12.00,4.00,0.0000,-0.0495,-0.0495,0.427851,0.003465,-10.00,8.00,-8.00,-10.00,-10.39,11.96,-4.56,-13.97,
13.00,4.00,0.0000,-0.0494,-0.0496,0.527098,0.009426,-10.00,8.00,-8.00,-10.00,-7.45,10.20,-7.13,-12.75,
14.00,4.00,0.0000,-0.0497,-0.0496,0.617373,0.007296,-10.00,8.00,-8.00,-10.00,-6.02,5.95,-10.24,-9.10,
15.00,4.00,0.0000,-0.0497,-0.0496,0.617360,0.002427,-10.00,8.00,-8.00,-10.00,-6.92,4.02,-11.95,-6.02,
16.00,4.00,0.0000,-0.0494,-0.0496,0.511594,0.001751,-10.00,8.00,-8.00,-10.00,-9.62,6.59,-11.17,-8.43,
17.00,4.00,0.0000,-0.0496,-0.0496,0.410012,0.003213,-10.00,8.00,-8.00,-10.00,-12.55,10.81,-8.39,-13.02,
18.00,4.00,0.0000,-0.0499,-0.0496,0.365848,0.005057,-10.00,8.00,-8.00,-10.00,-13.98,11.73,-4.08,-13.43,
19.00,4.00,0.0000,-0.0498,-0.0497,0.373107,0.003493,-10.00,8.00,-8.00,-10.00,-13.08,8.14,-7.19,-9.24,
20.00,4.00,0.0000,-0.0496,-0.0497,0.429852,0.001342,-10.00,8.00,-8.00,-10.00,-10.38,4.38,-11.92,-6.13,
21.00,4.00,0.0000,-0.0492,-0.0496,0.570065,0.000899,-10.00,8.00,-8.00,-10.00,-6.33,5.00,-8.81,-7.40,
22.00,4.00,0.0000,-0.0494,-0.0496,0.602196,0.003327,-10.00,8.00,-8.00,-10.00,-7.61,8.98,-5.50,-11.61,
23.00,4.00,0.0000,-0.0493,-0.0496,0.425444,0.008787,-10.00,8.00,-8.00,-10.00,-12.56,11.73,-4.02,-14.00,
24.00,4.00,0.0000,-0.0499,-0.0496,0.365697,0.007053,-10.00,8.00,-8.00,-10.00,-13.58,11.34,-4.88,-11.86,
25.00,4.00,0.0000,-0.0494,-0.0496,0.447031,0.004593,-10.00,8.00,-8.00,-10.00,-9.49,8.15,-7.56,-8.21,
26.00,4.00,0.0000,-0.0494,-0.0496,0.561311,0.002470,-10.00,8.00,-8.00,-10.00,-6.78,4.83,-10.50,-6.16,
27.00,4.00,0.0000,-0.0499,-0.0496,0.635598,0.001404,-10.00,8.00,-8.00,-10.00,-6.06,4.17,-11.98,-6.58,
28.00,4.00,0.0000,-0.0495,-0.0496,0.588605,0.001933,-10.00,8.00,-8.00,-10.00,-7.75,6.73,-11.12,-9.21,
29.00,4.00,0.0000,-0.0494,-0.0495,0.466192,0.004990,-10.00,8.00,-8.00,-10.00,-10.83,10.96,-8.44,-12.35,
30.00,4.00,0.0000,-0.0497,-0.0495,0.384630,0.007430,-10.00,8.00,-8.00,-10.00,-13.40,11.42,-4.29,-13.97,
31.00,4.00,0.0000,-0.0500,-0.0496,0.363141,0.003305,-10.00,8.00,-8.00,-10.00,-13.88,6.99,-5.88,-13.03,
32.00,4.00,0.0000,-0.0497,-0.0496,0.393523,0.000977,-10.00,8.00,-8.00,-10.00,-11.97,4.00,-10.97,-10.13,
33.00,4.00,0.0000,-0.0493,-0.0496,0.482663,0.000858,-10.00,8.00,-8.00,-10.00,-8.33,6.74,-11.15,-7.20,
34.00,4.00,0.0000,-0.0496,-0.0496,0.618171,0.005327,-10.00,8.00,-8.00,-10.00,-6.02,10.66,-6.49,-6.00,
35.00,4.00,0.0000,-0.0490,-0.0496,0.546054,0.028477,-10.00,8.00,-8.00,-10.00,-9.02,11.96,-4.00,-7.32,
36.00,4.00,0.0000,-0.0495,-0.0495,0.392118,0.013710,-10.00,8.00,-8.00,-10.00,-13.33,9.75,-6.19,-10.33,
