time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0495,-0.0049,0.634517,0.008531,-10.00,8.00,-8.00,-10.00,-6.74,10.83,-5.17,-6.64,
2.00,4.00,0.0000,-0.0497,-0.0098,0.631273,0.041716,-10.00,8.00,-8.00,-10.00,-6.22,12.00,-4.00,-6.35,
3.00,4.00,0.0000,-0.0491,-0.0148,0.531830,0.042561,-10.00,8.00,-8.00,-10.00,-8.87,10.83,-5.17,-9.40,
4.00,4.00,0.0000,-0.0495,-0.0197,0.411350,0.010222,-10.00,8.00,-8.00,-10.00,-12.47,8.00,-8.00,-13.00,
5.00,4.00,0.0000,-0.0499,-0.0247,0.364114,0.002065,-10.00,8.00,-8.00,-10.00,-14.00,5.17,-10.83,-13.85,
6.00,4.00,0.0000,-0.0497,-0.0297,0.388268,0.000722,-10.00,8.00,-8.00,-10.00,-12.16,4.00,-12.00,-11.18,
7.00,4.00,0.0000,-0.0493,-0.0346,0.483259,0.000629,-10.00,8.00,-8.00,-10.00,-8.41,5.17,-10.83,-6.72,
8.00,4.00,0.0000,-0.0495,-0.0396,0.611464,0.001919,-10.00,8.00,-8.00,-10.00,-6.03,8.00,-8.00,-7.18,
9.00,4.00,0.0000,-0.0493,-0.0445,0.597449,0.012771,-10.00,8.00,-8.00,-10.00,-7.62,11.30,-4.07,-12.31,
10.00,4.00,0.0000,-0.0493,-0.0494,0.443846,0.019577,-10.00,8.00,-8.00,-10.00,-11.59,11.71,-6.58,-13.62,
11.00,4.00,0.0000,-0.0498,-0.0495,0.364864,0.006918,-10.00,8.00,-8.00,-10.00,-13.97,8.82,-11.44,-9.15,
12.00,4.00,0.0000,-0.0497,-0.0495,0.382292,0.001884,-10.00,8.00,-8.00,-10.00,-12.38,5.20,-10.61,-6.06,
13.00,4.00,0.0000,-0.0494,-0.0495,0.476196,0.000810,-10.00,8.00,-8.00,-10.00,-8.76,4.07,-6.35,-7.88,
14.00,4.00,0.0000,-0.0495,-0.0496,0.589177,0.001139,-10.00,8.00,-8.00,-10.00,-6.36,6.43,-4.14,-12.35,
15.00,4.00,0.0000,-0.0498,-0.0496,0.635856,0.007367,-10.00,8.00,-8.00,-10.00,-6.31,10.95,-4.75,-13.88,
16.00,4.00,0.0000,-0.0493,-0.0495,0.541498,0.027843,-10.00,8.00,-8.00,-10.00,-8.64,11.10,-7.75,-10.57,
17.00,4.00,0.0000,-0.0495,-0.0495,0.426696,0.007359,-10.00,8.00,-8.00,-10.00,-11.85,5.93,-10.93,-6.95,
18.00,4.00,0.0000,-0.0498,-0.0495,0.371242,0.001237,-10.00,8.00,-8.00,-10.00,-13.86,4.32,-11.96,-6.17,
