time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0495,-0.0049,0.657684,0.011662,-10.00,8.00,-8.00,-10.00,-6.33,11.50,-4.29,-6.84,
2.00,4.00,0.0000,-0.0493,-0.0098,0.608610,0.048596,-10.00,8.00,-8.00,-10.00,-7.09,11.39,-5.21,-6.12,
3.00,4.00,0.0000,-0.0491,-0.0147,0.448648,0.016462,-10.00,8.00,-8.00,-10.00,-11.37,7.79,-9.61,-8.41,
4.00,4.00,0.0000,-0.0498,-0.0197,0.367429,0.002228,-10.00,8.00,-8.00,-10.00,-13.99,4.40,-12.00,-11.92,
5.00,4.00,0.0000,-0.0496,-0.0247,0.392860,0.000735,-10.00,8.00,-8.00,-10.00,-11.80,4.73,-9.39,-13.95,
6.00,4.00,0.0000,-0.0492,-0.0296,0.514326,0.001296,-10.00,8.00,-8.00,-10.00,-7.50,8.28,-4.57,-12.92,
7.00,4.00,0.0000,-0.0498,-0.0346,0.627128,0.009144,-10.00,8.00,-8.00,-10.00,-6.12,11.02,-5.70,-9.65,
8.00,4.00,0.0000,-0.0490,-0.0395,0.520597,0.031079,-10.00,8.00,-8.00,-10.00,-9.27,11.99,-11.09,-6.52,
9.00,4.00,0.0000,-0.0496,-0.0444,0.384671,0.014642,-10.00,8.00,-8.00,-10.00,-13.28,10.62,-10.76,-6.40,
10.00,4.00,0.0000,-0.0498,-0.0493,0.366020,0.004206,-10.00,8.00,-8.00,-10.00,-13.45,7.72,-6.26,-9.38,
11.00,4.00,0.0000,-0.0494,-0.0495,0.442370,0.001549,-10.00,8.00,-8.00,-10.00,-9.72,4.98,-4.07,-12.90,
12.00,4.00,0.0000,-0.0494,-0.0495,0.562813,0.000920,-10.00,8.00,-8.00,-10.00,-6.73,4.01,-5.09,-13.91,
13.00,4.00,0.0000,-0.0500,-0.0495,0.636375,0.001194,-10.00,8.00,-8.00,-10.00,-6.14,5.38,-8.49,-11.54,
14.00,4.00,0.0000,-0.0493,-0.0495,0.565322,0.003148,-10.00,8.00,-8.00,-10.00,-8.38,8.32,-11.49,-7.75,
15.00,4.00,0.0000,-0.0494,-0.0495,0.433378,0.007206,-10.00,8.00,-8.00,-10.00,-11.81,11.52,-11.64,-6.01,
16.00,4.00,0.0000,-0.0498,-0.0495,0.367431,0.007414,-10.00,8.00,-8.00,-10.00,-13.91,11.50,-8.82,-8.14,
17.00,4.00,0.0000,-0.0498,-0.0496,0.371392,0.003895,-10.00,8.00,-8.00,-10.00,-13.14,8.28,-5.32,-12.08,
18.00,4.00,0.0000,-0.0495,-0.0496,0.436282,0.001540,-10.00,8.00,-8.00,-10.00,-10.07,4.80,-4.03,-14.00,
19.00,4.00,0.0000,-0.0494,-0.0496,0.552134,0.000879,-10.00,8.00,-8.00,-10.00,-6.91,4.25,-6.07,-12.04,
20.00,4.00,0.0000,-0.0499,-0.0496,0.634699,0.001777,-10.00,8.00,-8.00,-10.00,-6.10,7.13,-9.73,-7.77,
