time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0493,-0.0049,0.690879,0.013118,-10.00,8.00,-8.00,-10.00,-6.00,11.43,-4.14,-6.54,
2.00,4.00,0.0000,-0.0486,-0.0098,0.517749,0.041669,-10.00,8.00,-8.00,-10.00,-10.00,11.53,-6.00,-6.54,
3.00,4.00,0.0000,-0.0497,-0.0147,0.365682,0.009314,-10.00,8.00,-8.00,-10.00,-14.00,8.21,-10.83,-10.00,
4.00,4.00,0.0000,-0.0493,-0.0197,0.422649,0.001890,-10.00,8.00,-8.00,-10.00,-10.00,4.68,-11.46,-13.46,
5.00,4.00,0.0000,-0.0493,-0.0246,0.573101,0.000971,-10.00,8.00,-8.00,-10.00,-6.38,4.38,-7.32,-13.46,
6.00,4.00,0.0000,-0.0496,-0.0296,0.620406,0.002161,-10.00,8.00,-8.00,-10.00,-6.95,7.59,-4.49,-10.00,
7.00,4.00,0.0000,-0.0492,-0.0345,0.471376,0.007079,-10.00,8.00,-8.00,-10.00,-11.08,11.00,-4.31,-6.76,
8.00,4.00,0.0000,-0.0498,-0.0394,0.369821,0.008095,-10.00,8.00,-8.00,-10.00,-13.95,11.90,-6.90,-6.21,
9.00,4.00,0.0000,-0.0497,-0.0444,0.383133,0.005162,-10.00,8.00,-8.00,-10.00,-12.20,9.52,-10.32,-8.84,
10.00,4.00,0.0000,-0.0494,-0.0493,0.487440,0.002727,-10.00,8.00,-8.00,-10.00,-8.31,5.87,-11.99,-12.44,
11.00,4.00,0.0000,-0.0495,-0.0494,0.606505,0.001416,-10.00,8.00,-8.00,-10.00,-6.10,4.01,-10.66,-14.00,
12.00,4.00,0.0000,-0.0497,-0.0495,0.621430,0.001435,-10.00,8.00,-8.00,-10.00,-6.91,5.50,-7.32,-12.19,
13.00,4.00,0.0000,-0.0493,-0.0495,0.498955,0.003148,-10.00,8.00,-8.00,-10.00,-10.11,8.93,-4.39,-8.45,
14.00,4.00,0.0000,-0.0497,-0.0495,0.392907,0.005382,-10.00,8.00,-8.00,-10.00,-13.23,11.51,-4.50,-6.03,
15.00,4.00,0.0000,-0.0500,-0.0496,0.362551,0.005913,-10.00,8.00,-8.00,-10.00,-13.85,11.77,-7.54,-7.58,
16.00,4.00,0.0000,-0.0496,-0.0496,0.399404,0.004766,-10.00,8.00,-8.00,-10.00,-11.49,9.53,-10.97,-11.55,
17.00,4.00,0.0000,-0.0494,-0.0496,0.500374,0.003042,-10.00,8.00,-8.00,-10.00,-7.96,6.28,-11.90,-13.97,
