time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0495,-0.0049,0.651358,0.009977,-10.00,8.00,-8.00,-10.00,-6.43,11.13,-4.74,-6.57,
2.00,4.00,0.0000,-0.0494,-0.0098,0.619501,0.047444,-10.00,8.00,-8.00,-10.00,-6.78,11.90,-4.22,-6.47,
3.00,4.00,0.0000,-0.0490,-0.0148,0.471161,0.027261,-10.00,8.00,-8.00,-10.00,-10.66,9.74,-6.87,-9.79,
4.00,4.00,0.0000,-0.0497,-0.0197,0.373924,0.004638,-10.00,8.00,-8.00,-10.00,-13.82,6.26,-10.47,-13.32,
5.00,4.00,0.0000,-0.0498,-0.0247,0.376177,0.001066,-10.00,8.00,-8.00,-10.00,-12.79,4.10,-12.00,-13.62,
6.00,4.00,0.0000,-0.0494,-0.0296,0.467301,0.000657,-10.00,8.00,-8.00,-10.00,-8.94,4.87,-10.16,-10.41,
7.00,4.00,0.0000,-0.0495,-0.0346,0.590364,0.001684,-10.00,8.00,-8.00,-10.00,-6.28,8.00,-6.72,-7.00,
8.00,4.00,0.0000,-0.0497,-0.0395,0.628410,0.011482,-10.00,8.00,-8.00,-10.00,-6.58,10.89,-4.33,-6.10,
9.00,4.00,0.0000,-0.0493,-0.0445,0.511942,0.029696,-10.00,8.00,-8.00,-10.00,-9.59,11.99,-4.37,-8.48,
10.00,4.00,0.0000,-0.0495,-0.0494,0.396727,0.014363,-10.00,8.00,-8.00,-10.00,-12.93,10.58,-6.81,-12.13,
11.00,4.00,0.0000,-0.0500,-0.0495,0.361782,0.004071,-10.00,8.00,-8.00,-10.00,-13.94,7.54,-10.04,-13.99,
12.00,4.00,0.0000,-0.0497,-0.0495,0.394619,0.001322,-10.00,8.00,-8.00,-10.00,-11.82,4.79,-11.92,-12.50,
13.00,4.00,0.0000,-0.0493,-0.0496,0.497110,0.000722,-10.00,8.00,-8.00,-10.00,-7.98,4.06,-11.21,-8.70,
14.00,4.00,0.0000,-0.0497,-0.0496,0.622187,0.001090,-10.00,8.00,-8.00,-10.00,-6.01,5.81,-8.37,-6.01,
15.00,4.00,0.0000,-0.0492,-0.0495,0.571596,0.003886,-10.00,8.00,-8.00,-10.00,-8.41,8.88,-4.54,-8.30,
16.00,4.00,0.0000,-0.0494,-0.0495,0.418483,0.007494,-10.00,8.00,-8.00,-10.00,-12.56,11.40,-4.84,-12.72,
17.00,4.00,0.0000,-0.0500,-0.0495,0.362319,0.006781,-10.00,8.00,-8.00,-10.00,-13.90,11.88,-9.08,-13.74,
18.00,4.00,0.0000,-0.0495,-0.0495,0.406869,0.005434,-10.00,8.00,-8.00,-10.00,-10.96,10.03,-11.97,-10.09,
19.00,4.00,0.0000,-0.0493,-0.0496,0.526767,0.004266,-10.00,8.00,-8.00,-10.00,-7.29,6.96,-9.91,-7.18,
20.00,4.00,0.0000,-0.0498,-0.0496,0.629340,0.002564,-10.00,8.00,-8.00,-10.00,-6.04,4.51,-5.54,-6.00,
21.00,4.00,0.0000,-0.0493,-0.0496,0.576194,0.001401,-10.00,8.00,-8.00,-10.00,-8.21,4.16,-4.13,-7.28,
22.00,4.00,0.0000,-0.0494,-0.0495,0.436524,0.001122,-10.00,8.00,-8.00,-10.00,-11.93,6.11,-7.40,-10.23,
23.00,4.00,0.0000,-0.0499,-0.0495,0.368187,0.001485,-10.00,8.00,-8.00,-10.00,-13.98,9.49,-11.39,-13.04,
24.00,4.00,0.0000,-0.0497,-0.0496,0.379428,0.003143,-10.00,8.00,-8.00,-10.00,-12.59,11.95,-11.29,-13.98,
25.00,4.00,0.0000,-0.0495,-0.0496,0.461264,0.006260,-10.00,8.00,-8.00,-10.00,-9.14,10.58,-7.37,-12.48,
26.00,4.00,0.0000,-0.0494,-0.0496,0.575571,0.006028,-10.00,8.00,-8.00,-10.00,-6.52,6.71,-4.37,-9.32,
27.00,4.00,0.0000,-0.0500,-0.0496,0.636710,0.002629,-10.00,8.00,-8.00,-10.00,-6.21,4.09,-4.59,-6.22,
28.00,4.00,0.0000,-0.0494,-0.0496,0.563967,0.001577,-10.00,8.00,-8.00,-10.00,-8.40,5.27,-7.84,-7.02,
29.00,4.00,0.0000,-0.0495,-0.0496,0.440066,0.002305,-10.00,8.00,-8.00,-10.00,-11.66,8.94,-11.24,-10.89,
30.00,4.00,0.0000,-0.0498,-0.0496,0.372010,0.003869,-10.00,8.00,-8.00,-10.00,-13.81,11.65,-11.75,-13.84,
31.00,4.00,0.0000,-0.0499,-0.0496,0.366315,0.004902,-10.00,8.00,-8.00,-10.00,-13.45,11.53,-8.93,-12.84,
32.00,4.00,0.0000,-0.0496,-0.0497,0.417679,0.004174,-10.00,8.00,-8.00,-10.00,-10.80,8.69,-5.35,-8.81,
33.00,4.00,0.0000,-0.0493,-0.0496,0.528722,0.002449,-10.00,8.00,-8.00,-10.00,-7.31,5.31,-4.03,-6.01,
34.00,4.00,0.0000,-0.0498,-0.0496,0.630523,0.001407,-10.00,8.00,-8.00,-10.00,-6.04,4.01,-6.14,-8.36,
35.00,4.00,0.0000,-0.0493,-0.0496,0.573218,0.001476,-10.00,8.00,-8.00,-10.00,-8.29,5.80,-9.86,-12.83,
36.00,4.00,0.0000,-0.0494,-0.0496,0.431539,0.002557,-10.00,8.00,-8.00,-10.00,-12.06,9.53,-11.97,-13.65,
37.00,4.00,0.0000,-0.0499,-0.0496,0.365438,0.004378,-10.00,8.00,-8.00,-10.00,-14.00,11.99,-10.65,-9.83,
38.00,4.00,0.0000,-0.0497,-0.0496,0.382502,0.004567,-10.00,8.00,-8.00,-10.00,-12.38,9.93,-6.92,-6.46,
39.00,4.00,0.0000,-0.0493,-0.0496,0.477762,0.002580,-10.00,8.00,-8.00,-10.00,-8.49,5.69,-4.05,-6.62,
40.00,4.00,0.0000,-0.0496,-0.0496,0.613936,0.001325,-10.00,8.00,-8.00,-10.00,-6.00,4.06,-5.80,-10.17,
41.00,4.00,0.0000,-0.0493,-0.0496,0.580635,0.001830,-10.00,8.00,-8.00,-10.00,-8.19,6.89,-10.12,-13.54,
42.00,4.00,0.0000,-0.0494,-0.0495,0.420996,0.004394,-10.00,8.00,-8.00,-10.00,-12.50,11.16,-11.97,-13.38,
43.00,4.00,0.0000,-0.0500,-0.0495,0.362568,0.005554,-10.00,8.00,-8.00,-10.00,-13.88,11.36,-9.17,-9.89,
44.00,4.00,0.0000,-0.0495,-0.0496,0.413938,0.003280,-10.00,8.00,-8.00,-10.00,-10.73,7.07,-5.47,-6.84,
45.00,4.00,0.0000,-0.0492,-0.0495,0.559877,0.001411,-10.00,8.00,-8.00,-10.00,-6.50,4.02,-4.01,-6.10,
46.00,4.00,0.0000,-0.0496,-0.0496,0.615052,0.001567,-10.00,8.00,-8.00,-10.00,-7.14,6.28,-5.80,-8.22,
47.00,4.00,0.0000,-0.0492,-0.0495,0.447921,0.004043,-10.00,8.00,-8.00,-10.00,-11.87,10.09,-9.40,-11.65,
48.00,4.00,0.0000,-0.0499,-0.0495,0.363536,0.005236,-10.00,8.00,-8.00,-10.00,-13.92,11.96,-11.85,-13.86,
49.00,4.00,0.0000,-0.0494,-0.0495,0.417251,0.005955,-10.00,8.00,-8.00,-10.00,-10.36,11.00,-11.16,-13.25,
50.00,4.00,0.0000,-0.0494,-0.0495,0.530443,0.006208,-10.00,8.00,-8.00,-10.00,-7.35,7.90,-7.90,-10.25,
51.00,4.00,0.0000,-0.0497,-0.0495,0.624658,0.003587,-10.00,8.00,-8.00,-10.00,-6.01,4.87,-4.23,-6.60,
52.00,4.00,0.0000,-0.0496,-0.0496,0.617638,0.001701,-10.00,8.00,-8.00,-10.00,-7.00,4.08,-5.42,-6.58,
53.00,4.00,0.0000,-0.0494,-0.0495,0.507416,0.001448,-10.00,8.00,-8.00,-10.00,-9.75,6.09,-9.94,-10.31,
54.00,4.00,0.0000,-0.0496,-0.0495,0.407201,0.002357,-10.00,8.00,-8.00,-10.00,-12.65,10.40,-11.96,-13.70,
55.00,4.00,0.0000,-0.0499,-0.0496,0.364281,0.004343,-10.00,8.00,-8.00,-10.00,-13.99,11.29,-8.86,-13.03,
