time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0494,-0.0049,0.625967,0.013902,-10.00,8.00,-8.00,-10.00,-6.90,12.00,-4.14,-7.17,
2.00,4.00,0.0000,-0.0499,-0.0098,0.629502,0.026033,-10.00,8.00,-8.00,-10.00,-6.08,8.00,-6.00,-6.00,
3.00,4.00,0.0000,-0.0494,-0.0148,0.570505,0.004594,-10.00,8.00,-8.00,-10.00,-8.13,4.00,-10.83,-7.17,
4.00,4.00,0.0000,-0.0495,-0.0197,0.444821,0.002130,-10.00,8.00,-8.00,-10.00,-11.55,8.00,-11.46,-10.00,
5.00,4.00,0.0000,-0.0498,-0.0247,0.372679,0.003920,-10.00,8.00,-8.00,-10.00,-13.84,11.99,-7.15,-12.83,
6.00,4.00,0.0000,-0.0498,-0.0297,0.369609,0.003582,-10.00,8.00,-8.00,-10.00,-13.31,8.37,-4.11,-14.00,
7.00,4.00,0.0000,-0.0495,-0.0347,0.428959,0.001215,-10.00,8.00,-8.00,-10.00,-10.35,4.03,-5.47,-12.83,
8.00,4.00,0.0000,-0.0492,-0.0396,0.569528,0.001248,-10.00,8.00,-8.00,-10.00,-6.36,7.33,-9.69,-10.00,
9.00,4.00,0.0000,-0.0493,-0.0445,0.602968,0.012353,-10.00,8.00,-8.00,-10.00,-7.37,11.93,-12.00,-6.21,
10.00,4.00,0.0000,-0.0492,-0.0494,0.428012,0.014315,-10.00,8.00,-8.00,-10.00,-12.14,8.75,-9.78,-7.61,
11.00,4.00,0.0000,-0.0500,-0.0495,0.364888,0.002021,-10.00,8.00,-8.00,-10.00,-13.85,4.07,-5.93,-12.31,
12.00,4.00,0.0000,-0.0494,-0.0495,0.428537,0.000986,-10.00,8.00,-8.00,-10.00,-10.05,7.25,-4.02,-13.82,
13.00,4.00,0.0000,-0.0493,-0.0495,0.558628,0.004034,-10.00,8.00,-8.00,-10.00,-6.72,10.58,-5.36,-10.05,
14.00,4.00,0.0000,-0.0496,-0.0495,0.622689,0.027337,-10.00,8.00,-8.00,-10.00,-6.28,11.99,-8.86,-6.16,
