time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0495,-0.0049,0.647526,0.008927,-10.00,8.00,-8.00,-10.00,-6.50,10.83,-4.64,-6.97,
2.00,4.00,0.0000,-0.0494,-0.0098,0.624404,0.043918,-10.00,8.00,-8.00,-10.00,-6.61,12.00,-4.35,-6.05,
3.00,4.00,0.0000,-0.0490,-0.0148,0.481694,0.035581,-10.00,8.00,-8.00,-10.00,-10.21,10.83,-7.40,-7.88,
4.00,4.00,0.0000,-0.0497,-0.0197,0.378255,0.007792,-10.00,8.00,-8.00,-10.00,-13.60,8.00,-11.00,-11.19,
5.00,4.00,0.0000,-0.0498,-0.0247,0.368850,0.001789,-10.00,8.00,-8.00,-10.00,-13.27,5.17,-11.85,-13.67,
6.00,4.00,0.0000,-0.0494,-0.0296,0.445032,0.000748,-10.00,8.00,-8.00,-10.00,-9.61,4.00,-9.18,-13.60,
7.00,4.00,0.0000,-0.0494,-0.0346,0.582451,0.000816,-10.00,8.00,-8.00,-10.00,-6.30,5.17,-5.32,-11.02,
8.00,4.00,0.0000,-0.0496,-0.0395,0.621357,0.002688,-10.00,8.00,-8.00,-10.00,-6.92,8.00,-4.10,-7.62,
9.00,4.00,0.0000,-0.0492,-0.0445,0.477426,0.008636,-10.00,8.00,-8.00,-10.00,-10.82,11.17,-6.91,-6.00,
10.00,4.00,0.0000,-0.0497,-0.0494,0.371535,0.009000,-10.00,8.00,-8.00,-10.00,-13.84,11.86,-10.84,-7.56,
11.00,4.00,0.0000,-0.0497,-0.0495,0.373353,0.005105,-10.00,8.00,-8.00,-10.00,-12.78,9.48,-11.84,-11.06,
12.00,4.00,0.0000,-0.0493,-0.0495,0.466496,0.002504,-10.00,8.00,-8.00,-10.00,-8.82,5.93,-8.89,-13.72,
13.00,4.00,0.0000,-0.0495,-0.0495,0.602361,0.001348,-10.00,8.00,-8.00,-10.00,-6.09,4.02,-4.24,-13.42,
14.00,4.00,0.0000,-0.0495,-0.0496,0.607957,0.001328,-10.00,8.00,-8.00,-10.00,-7.38,5.28,-6.65,-10.41,
15.00,4.00,0.0000,-0.0493,-0.0495,0.458000,0.002370,-10.00,8.00,-8.00,-10.00,-11.38,8.67,-11.76,-6.74,
16.00,4.00,0.0000,-0.0498,-0.0495,0.369671,0.003870,-10.00,8.00,-8.00,-10.00,-13.95,11.58,-9.35,-6.43,
17.00,4.00,0.0000,-0.0497,-0.0495,0.381119,0.005161,-10.00,8.00,-8.00,-10.00,-12.45,11.56,-5.11,-9.91,
18.00,4.00,0.0000,-0.0494,-0.0495,0.476975,0.005349,-10.00,8.00,-8.00,-10.00,-8.60,8.63,-4.16,-13.49,
19.00,4.00,0.0000,-0.0495,-0.0495,0.601442,0.003440,-10.00,8.00,-8.00,-10.00,-6.12,5.19,-7.05,-13.36,
20.00,4.00,0.0000,-0.0496,-0.0496,0.618218,0.001689,-10.00,8.00,-8.00,-10.00,-6.99,4.04,-10.89,-9.72,
21.00,4.00,0.0000,-0.0493,-0.0495,0.487630,0.001382,-10.00,8.00,-8.00,-10.00,-10.46,6.13,-11.84,-6.50,
22.00,4.00,0.0000,-0.0497,-0.0495,0.384618,0.002121,-10.00,8.00,-8.00,-10.00,-13.53,10.40,-8.95,-6.48,
23.00,4.00,0.0000,-0.0499,-0.0496,0.366212,0.003978,-10.00,8.00,-8.00,-10.00,-13.55,11.62,-5.45,-9.68,
24.00,4.00,0.0000,-0.0495,-0.0496,0.423096,0.003175,-10.00,8.00,-8.00,-10.00,-10.50,7.08,-4.00,-13.18,
25.00,4.00,0.0000,-0.0493,-0.0496,0.556806,0.001346,-10.00,8.00,-8.00,-10.00,-6.63,4.00,-5.65,-13.77,
26.00,4.00,0.0000,-0.0498,-0.0496,0.625610,0.001921,-10.00,8.00,-8.00,-10.00,-6.68,7.29,-9.11,-10.91,
27.00,4.00,0.0000,-0.0491,-0.0495,0.481703,0.007662,-10.00,8.00,-8.00,-10.00,-10.74,11.33,-11.72,-7.35,
28.00,4.00,0.0000,-0.0498,-0.0495,0.369590,0.008491,-10.00,8.00,-8.00,-10.00,-13.90,11.40,-11.45,-6.02,
29.00,4.00,0.0000,-0.0497,-0.0496,0.381083,0.003742,-10.00,8.00,-8.00,-10.00,-12.35,7.50,-8.51,-8.03,
30.00,4.00,0.0000,-0.0493,-0.0495,0.488398,0.001378,-10.00,8.00,-8.00,-10.00,-8.26,4.18,-4.62,-11.70,
31.00,4.00,0.0000,-0.0496,-0.0495,0.613191,0.001124,-10.00,8.00,-8.00,-10.00,-6.03,5.33,-4.75,-13.93,
32.00,4.00,0.0000,-0.0494,-0.0496,0.604382,0.004494,-10.00,8.00,-8.00,-10.00,-7.43,9.67,-8.94,-12.87,
33.00,4.00,0.0000,-0.0493,-0.0495,0.454477,0.013848,-10.00,8.00,-8.00,-10.00,-11.18,11.98,-11.96,-9.35,
34.00,4.00,0.0000,-0.0498,-0.0495,0.369527,0.007264,-10.00,8.00,-8.00,-10.00,-13.85,8.98,-10.03,-6.21,
35.00,4.00,0.0000,-0.0498,-0.0495,0.373544,0.001765,-10.00,8.00,-8.00,-10.00,-13.00,4.67,-5.72,-7.10,
36.00,4.00,0.0000,-0.0494,-0.0495,0.452443,0.000761,-10.00,8.00,-8.00,-10.00,-9.36,4.81,-4.05,-11.07,
37.00,4.00,0.0000,-0.0494,-0.0495,0.593167,0.002171,-10.00,8.00,-8.00,-10.00,-6.14,9.14,-6.85,-13.91,
38.00,4.00,0.0000,-0.0492,-0.0495,0.597123,0.019318,-10.00,8.00,-8.00,-10.00,-7.43,11.99,-10.95,-12.59,
39.00,4.00,0.0000,-0.0493,-0.0495,0.433043,0.017224,-10.00,8.00,-8.00,-10.00,-11.72,9.69,-11.71,-8.61,
40.00,4.00,0.0000,-0.0499,-0.0495,0.365204,0.003098,-10.00,8.00,-8.00,-10.00,-14.00,5.21,-8.27,-6.06,
41.00,4.00,0.0000,-0.0496,-0.0495,0.396975,0.000836,-10.00,8.00,-8.00,-10.00,-11.60,4.33,-4.73,-7.45,
42.00,4.00,0.0000,-0.0494,-0.0495,0.508896,0.001228,-10.00,8.00,-8.00,-10.00,-7.83,8.14,-4.34,-11.39,
43.00,4.00,0.0000,-0.0496,-0.0495,0.617027,0.009880,-10.00,8.00,-8.00,-10.00,-6.01,11.73,-7.51,-13.94,
44.00,4.00,0.0000,-0.0494,-0.0495,0.584377,0.033396,-10.00,8.00,-8.00,-10.00,-7.28,10.81,-11.15,-12.55,
45.00,4.00,0.0000,-0.0494,-0.0495,0.464888,0.010002,-10.00,8.00,-8.00,-10.00,-10.65,6.50,-11.74,-8.67,
46.00,4.00,0.0000,-0.0497,-0.0495,0.383431,0.001594,-10.00,8.00,-8.00,-10.00,-13.52,4.00,-8.70,-6.08,
47.00,4.00,0.0000,-0.0499,-0.0495,0.365941,0.000770,-10.00,8.00,-8.00,-10.00,-13.66,6.33,-5.60,-7.30,
48.00,4.00,0.0000,-0.0496,-0.0495,0.413668,0.001593,-10.00,8.00,-8.00,-10.00,-10.97,10.29,-4.04,-11.14,
49.00,4.00,0.0000,-0.0493,-0.0496,0.522839,0.007437,-10.00,8.00,-8.00,-10.00,-7.44,12.00,-4.80,-13.87,
50.00,4.00,0.0000,-0.0498,-0.0496,0.618527,0.022724,-10.00,8.00,-8.00,-10.00,-6.02,10.16,-7.44,-12.85,
51.00,4.00,0.0000,-0.0493,-0.0495,0.569492,0.011847,-10.00,8.00,-8.00,-10.00,-8.04,6.40,-10.40,-9.14,
52.00,4.00,0.0000,-0.0494,-0.0495,0.439615,0.002220,-10.00,8.00,-8.00,-10.00,-11.76,4.06,-11.96,-6.28,
53.00,4.00,0.0000,-0.0499,-0.0496,0.369705,0.000815,-10.00,8.00,-8.00,-10.00,-13.96,5.23,-11.20,-6.72,
54.00,4.00,0.0000,-0.0498,-0.0496,0.378346,0.001041,-10.00,8.00,-8.00,-10.00,-12.74,9.21,-8.56,-10.08,
55.00,4.00,0.0000,-0.0492,-0.0496,0.464092,0.004203,-10.00,8.00,-8.00,-10.00,-8.70,11.92,-4.92,-13.37,
56.00,4.00,0.0000,-0.0498,-0.0496,0.615706,0.009995,-10.00,8.00,-8.00,-10.00,-6.22,7.65,-4.30,-13.66,
57.00,4.00,0.0000,-0.0489,-0.0495,0.478347,0.002729,-10.00,8.00,-8.00,-10.00,-11.30,4.00,-7.61,-10.70,
58.00,4.00,0.0000,-0.0500,-0.0495,0.367469,0.001149,-10.00,8.00,-8.00,-10.00,-13.78,7.48,-11.33,-7.31,
59.00,4.00,0.0000,-0.0493,-0.0495,0.453029,0.002448,-10.00,8.00,-8.00,-10.00,-9.09,10.68,-11.51,-6.01,
60.00,4.00,0.0000,-0.0494,-0.0495,0.593652,0.014349,-10.00,8.00,-8.00,-10.00,-6.08,12.00,-8.00,-7.80,
61.00,4.00,0.0000,-0.0494,-0.0495,0.584155,0.035972,-10.00,8.00,-8.00,-10.00,-7.65,10.80,-5.12,-11.29,
62.00,4.00,0.0000,-0.0493,-0.0495,0.436429,0.011564,-10.00,8.00,-8.00,-10.00,-11.97,7.84,-4.00,-13.78,
63.00,4.00,0.0000,-0.0499,-0.0494,0.365936,0.002127,-10.00,8.00,-8.00,-10.00,-13.99,4.98,-5.35,-13.35,
64.00,4.00,0.0000,-0.0496,-0.0494,0.401986,0.000727,-10.00,8.00,-8.00,-10.00,-11.34,4.02,-8.32,-10.33,
65.00,4.00,0.0000,-0.0492,-0.0494,0.538625,0.000755,-10.00,8.00,-8.00,-10.00,-6.86,5.57,-11.10,-6.34,
66.00,4.00,0.0000,-0.0497,-0.0494,0.620786,0.003070,-10.00,8.00,-8.00,-10.00,-6.79,8.72,-11.97,-7.41,
67.00,4.00,0.0000,-0.0491,-0.0494,0.458299,0.010347,-10.00,8.00,-8.00,-10.00,-11.48,11.62,-10.40,-12.18,
68.00,4.00,0.0000,-0.0499,-0.0494,0.363838,0.008154,-10.00,8.00,-8.00,-10.00,-13.97,11.48,-7.09,-13.83,
69.00,4.00,0.0000,-0.0494,-0.0495,0.414665,0.004490,-10.00,8.00,-8.00,-10.00,-10.57,8.42,-4.04,-10.00,
70.00,4.00,0.0000,-0.0494,-0.0495,0.537499,0.002351,-10.00,8.00,-8.00,-10.00,-7.19,5.00,-6.10,-6.38,
71.00,4.00,0.0000,-0.0498,-0.0495,0.630916,0.001347,-10.00,8.00,-8.00,-10.00,-6.02,4.10,-10.62,-6.95,
72.00,4.00,0.0000,-0.0494,-0.0495,0.590396,0.001776,-10.00,8.00,-8.00,-10.00,-7.76,6.48,-11.76,-11.08,
73.00,4.00,0.0000,-0.0494,-0.0495,0.458417,0.004254,-10.00,8.00,-8.00,-10.00,-11.15,10.66,-8.05,-13.95,
74.00,4.00,0.0000,-0.0498,-0.0495,0.377181,0.006615,-10.00,8.00,-8.00,-10.00,-13.69,11.66,-4.47,-12.20,
75.00,4.00,0.0000,-0.0499,-0.0495,0.366694,0.003566,-10.00,8.00,-8.00,-10.00,-13.53,7.60,-4.73,-8.04,
76.00,4.00,0.0000,-0.0496,-0.0496,0.418402,0.001154,-10.00,8.00,-8.00,-10.00,-10.77,4.09,-8.57,-6.00,
77.00,4.00,0.0000,-0.0493,-0.0496,0.531543,0.000913,-10.00,8.00,-8.00,-10.00,-7.26,5.99,-11.79,-8.08,
78.00,4.00,0.0000,-0.0498,-0.0496,0.629152,0.004907,-10.00,8.00,-8.00,-10.00,-6.06,10.04,-10.85,-12.14,
79.00,4.00,0.0000,-0.0492,-0.0496,0.559745,0.024387,-10.00,8.00,-8.00,-10.00,-8.36,11.98,-6.87,-13.99,
