,step,best_fitness,current_fitness
0,0,0.09285707240917349,0.09285707240917349
1,1,0.09285707240917349,0.013308341161837073
2,2,0.09285707240917349,0.015248449861152456
3,3,0.09285707240917349,0.011796556433399849
4,4,0.09285707240917349,0.0004735776642728699
5,5,0.09285707240917349,0.0026608428758276405
6,6,0.09285707240917349,0.0032259508065526957
7,7,0.09285707240917349,0.01074066142868947
8,8,0.09285707240917349,0.004301319557831226
9,9,0.1050941038910063,0.1050941038910063
10,10,0.1050941038910063,0.006581018391835347
11,11,0.1050941038910063,0.0010396611925603096
12,12,0.1050941038910063,0.03489765865111152
13,13,0.11180887259886574,0.11180887259886574
14,14,0.11180887259886574,0.03280863060445884
15,15,0.11180887259886574,0.012899281695350229
16,16,0.11180887259886574,0.03671671488272876
17,17,0.11180887259886574,0.053550461337423125
18,18,0.11180887259886574,0.04677039128546455
19,19,0.11180887259886574,0.04991170118628898
20,20,0.11180887259886574,0.006241480286720244
21,21,0.11180887259886574,0.08219770601524858
22,22,0.11180887259886574,0.017054545179816992
23,23,0.11180887259886574,0.010190882166587114
24,24,0.11180887259886574,0.04805241868280467
25,25,0.17736461711776114,0.17736461711776114
26,26,0.17736461711776114,0.03003153140340014
27,27,0.17736461711776114,0.013688660689490406
28,28,0.17736461711776114,0.047086053540130825
29,29,0.17736461711776114,0.017378665366720773
30,30,0.17736461711776114,0.053507133348457483
31,31,0.17736461711776114,0.035301784135822335
32,32,0.17736461711776114,0.006742138343079627
33,33,0.17736461711776114,0.05241561071054125
34,34,0.17736461711776114,0.03007397049533258
35,35,0.17736461711776114,0.057139494193336846
36,36,0.17736461711776114,0.007145737097449198
37,37,0.17736461711776114,0.04586957936672945
38,38,0.17736461711776114,0.00784279763760376
39,39,0.17736461711776114,0.04365002668882624
40,40,0.17736461711776114,0.05228419191128836
41,41,0.17736461711776114,0.044120980810640004
42,42,0.17736461711776114,0.02987991839410222
43,43,0.17736461711776114,0.05891966486319319
44,44,0.17736461711776114,0.007483920144753291
45,45,0.17736461711776114,0.1584973864650089
46,46,0.17736461711776114,0.03163387351217582
47,47,0.17736461711776114,0.008638229450714508
48,48,0.17736461711776114,0.048984053363630306
49,49,0.17736461711776114,0.03975077975181953
50,50,0.17736461711776114,0.030716811499850012
51,51,0.181907232778016,0.181907232778016
52,52,0.181907232778016,0.014347658912265174
53,53,0.181907232778016,0.009682486902601237
54,54,0.181907232778016,0.04296246275470333
55,55,0.181907232778016,0.04626936719359926
56,56,0.181907232778016,0.004912582513588457
57,57,0.181907232778016,0.1682857639265557
58,58,0.181907232778016,0.04087525762479906
59,59,0.181907232778016,0.05038348735172249
60,60,0.181907232778016,0.04710569137253311
61,61,0.181907232778016,0.046406697957658685
62,62,0.181907232778016,0.007001167529569315
63,63,0.181907232778016,0.004409585978825178
64,64,0.181907232778016,0.0133486192781966
65,65,0.181907232778016,0.046696476487731134
66,66,0.181907232778016,0.008622118135737912
67,67,0.181907232778016,0.043990817717817585
68,68,0.181907232778016,0.05069427841591291
69,69,0.181907232778016,0.06166146511627781
70,70,0.181907232778016,0.022336337753309166
71,71,0.181907232778016,0.021509821286090677
72,72,0.181907232778016,0.04978387549485335
73,73,0.181907232778016,0.0029534267146850237
74,74,0.181907232778016,0.1580353223055497
75,75,0.181907232778016,0.031496142655999
76,76,0.181907232778016,0.04963358542776067
77,77,0.181907232778016,0.009057386738954237
78,78,0.181907232778016,0.0508955049609006
79,79,0.181907232778016,0.04494246523281081
80,80,0.181907232778016,0.0476381954855143
81,81,0.181907232778016,0.0486418756275534
82,82,0.181907232778016,0.006918173307850638
83,83,0.181907232778016,0.048361183470901216
84,84,0.181907232778016,0.044109414249892384
85,85,0.181907232778016,0.11870903895958933
86,86,0.181907232778016,0.0316793761785524
87,87,0.181907232778016,0.040577381316716496
88,88,0.181907232778016,0.040087643930038525
89,89,0.181907232778016,0.17921127414300292
90,90,0.181907232778016,0.023471895659467244
91,91,0.181907232778016,0.010574793925035169
92,92,0.181907232778016,0.04035276586927912
93,93,0.181907232778016,0.06341293045612506
94,94,0.181907232778016,0.008291246271836604
95,95,0.181907232778016,0.002949817231115441
96,96,0.181907232778016,0.004856016196670464
97,97,0.181907232778016,0.03782910763037554
98,98,0.181907232778016,0.06406584489607411
99,99,0.181907232778016,0.02287549201956586
100,100,0.181907232778016,0.06859432185104067
101,101,0.181907232778016,0.00645447150235544
102,102,0.181907232778016,0.0030560917727866224
103,103,0.181907232778016,0.010811598964917648
104,104,0.181907232778016,0.05575074696828995
105,105,0.181907232778016,0.03164882379512644
106,106,0.181907232778016,0.010431232153465878
107,107,0.181907232778016,0.012092103050770358
108,108,0.181907232778016,0.022126920315403968
109,109,0.181907232778016,0.007725386695516111
110,110,0.181907232778016,0.010309566251948536
111,111,0.181907232778016,0.004717855553999014
112,112,0.181907232778016,0.007271234862160513
113,113,0.181907232778016,0.00972872194601376
114,114,0.181907232778016,0.10762841002748333
115,115,0.181907232778016,0.04127875067665644
116,116,0.181907232778016,0.04180228314628952
117,117,0.181907232778016,0.04658176107731015
118,118,0.181907232778016,0.05469619883944464
119,119,0.181907232778016,0.008279489830926528
120,120,0.181907232778016,0.15807425020042762
121,121,0.181907232778016,0.03455000306865698
122,122,0.181907232778016,0.027099567041232047
123,123,0.181907232778016,0.05393356228366426
124,124,0.181907232778016,0.08994625313133173
125,125,0.181907232778016,0.024828370628564057
126,126,0.181907232778016,0.053354018611004306
127,127,0.181907232778016,0.04395039499890703
128,128,0.181907232778016,0.0025003522580941953
129,129,0.181907232778016,0.010828913768217544
130,130,0.181907232778016,0.11960144152918188
131,131,0.181907232778016,0.030686752518288573
132,132,0.181907232778016,0.039527351012756215
133,133,0.181907232778016,0.046942534966497765
134,134,0.181907232778016,0.010117423829804913
135,135,0.181907232778016,0.01017183993442793
136,136,0.181907232778016,0.009454146660558448
137,137,0.181907232778016,0.03398061520000997
138,138,0.181907232778016,0.010142037788441794
139,139,0.181907232778016,0.05194480327138919
140,140,0.181907232778016,0.041726102975662115
141,141,0.181907232778016,0.01073256103859863
142,142,0.181907232778016,0.006298705915724974
143,143,0.181907232778016,0.03001987205547794
144,144,0.181907232778016,0.04472259236457067
145,145,0.181907232778016,0.011859101509089944
146,146,0.181907232778016,0.014361064805705693
147,147,0.181907232778016,0.005273612633038658
148,148,0.181907232778016,0.04602513291503059
149,149,0.181907232778016,0.0369620485218901
150,150,0.181907232778016,0.0037744092710629506
151,151,0.181907232778016,0.1493214469486334
152,152,0.181907232778016,0.05439491968501457
153,153,0.181907232778016,0.09032103843291042
154,154,0.181907232778016,0.04047235981782473
155,155,0.181907232778016,0.013280132505659552
156,156,0.181907232778016,0.0957718921435302
